"","day_index","day","year","mo","county","temp","prcp","NUM_COLLISIONS"
"9445",1646,7,2017,7,"Kings County",68.7,0.03,0.593886462882096
"9449",1650,1,2017,7,"Kings County",70.9,0,0.764192139737991
"9451",1652,2,2017,7,"Kings County",72,0,0.563318777292576
"9456",1657,3,2017,7,"Kings County",67.9,0,0.873362445414847
"9465",1666,4,2017,7,"Kings County",61.7,0,0.663755458515284
"9468",1669,5,2017,7,"Kings County",66,0,0.720524017467249
"9474",1675,6,2017,7,"Kings County",67.3,0.5,0.7117903930131
"9478",1679,7,2017,7,"Kings County",69.6,0,0.650655021834061
"9482",1683,1,2017,7,"Kings County",68.3,0,0.768558951965066
"9487",1688,2,2017,7,"Kings County",68.8,0,0.755458515283843
"9492",1693,3,2017,7,"Kings County",70.8,0,0.77292576419214
"9499",1700,4,2017,7,"Kings County",70.8,0,0.903930131004367
"9505",1706,5,2017,7,"Kings County",63.7,0,0.746724890829694
"9507",1708,6,2017,7,"Kings County",64.3,0.11,0.663755458515284
"9513",1714,7,2017,7,"Kings County",69.3,0,0.497816593886463
"9516",1717,1,2017,7,"Kings County",67.3,0,0.77292576419214
"9527",1728,3,2017,7,"Kings County",71.6,0,0.921397379912664
"9532",1733,4,2017,7,"Kings County",74.7,0,0.882096069868996
"9536",1737,5,2017,7,"Kings County",75.6,0,0.882096069868996
"9543",1744,6,2017,7,"Kings County",74,0,0.655021834061135
"9549",1750,7,2017,7,"Kings County",68.4,0,0.615720524017467
"9553",1754,1,2017,7,"Kings County",63,0,0.74235807860262
"9560",1761,2,2017,7,"Kings County",62.8,0.25,0.7117903930131
"9563",1764,3,2017,7,"Kings County",63.6,0,0.77292576419214
"9568",1769,4,2017,7,"Kings County",61.8,0,0.65938864628821
"9575",1776,5,2017,7,"Kings County",69.2,0.02,0.799126637554585
"9577",1778,6,2017,7,"Kings County",65.1,0.12,0.633187772925764
"9585",1786,7,2017,7,"Kings County",67.1,0.14,0.572052401746725
"9588",1789,1,2017,7,"Kings County",63.9,0,0.689956331877729
"9709",1795,3,2017,8,"Kings County",61.8,1.57,0.803493449781659
"9715",1801,4,2017,8,"Kings County",66.2,0.11,0.646288209606987
"11111",1802,2,2017,8,"Kings County",68.2,0,0.799126637554585
"11117",1808,3,2017,8,"Kings County",68.6,0,0.668122270742358
"11122",1813,4,2017,8,"Kings County",67.5,0,0.716157205240175
"11126",1817,5,2017,8,"Kings County",67.7,0,0.820960698689956
"11135",1826,6,2017,8,"Kings County",67.7,0,0.519650655021834
"11139",1465,7,2017,8,"Kings County",69.4,0,0.510917030567686
"11145",1471,1,2017,8,"Kings County",67.5,0,0.633187772925764
"11149",1475,2,2017,8,"Kings County",65.2,0.96,0.74235807860262
"11154",1480,3,2017,8,"Kings County",67.1,0.81,0.7117903930131
"11158",1484,4,2017,8,"Kings County",67.8,0,0.751091703056769
"11162",1488,5,2017,8,"Kings County",67.6,0,0.694323144104803
"11166",1492,6,2017,8,"Kings County",65.9,0.07,0.637554585152838
"11173",1499,7,2017,8,"Kings County",71,1.24,0.580786026200873
"11177",1503,1,2017,8,"Kings County",67.7,0,0.724890829694323
"11185",1511,2,2017,8,"Kings County",67.8,0,0.641921397379913
"11187",1513,3,2017,8,"Kings County",71.1,0.23,0.698689956331878
"11191",1517,4,2017,8,"Kings County",68,0,0.65938864628821
"11205",1531,6,2017,8,"Kings County",71.8,1.1,0.580786026200873
"11208",1534,7,2017,8,"Kings County",72.8,1.01,0.620087336244541
"11214",1540,1,2017,8,"Kings County",69.9,0,0.781659388646288
"11220",1546,2,2017,8,"Kings County",70.5,0,0.91703056768559
"11225",1551,3,2017,8,"Kings County",72.3,0,0.764192139737991
"11230",1556,4,2017,8,"Kings County",70,0,0.737991266375546
"11235",1561,5,2017,8,"Kings County",66.4,0,0.672489082969432
"11239",1565,6,2017,8,"Kings County",64.1,0,0.65938864628821
"11241",1567,7,2017,8,"Kings County",62.3,0,0.624454148471616
"11247",1573,1,2017,8,"Kings County",62.7,0,0.694323144104803
"11253",1579,2,2017,8,"Kings County",62,0,0.716157205240175
"11258",1584,5,2017,9,"Kings County",62.7,0,0.807860262008734
"11262",1588,6,2017,9,"Kings County",58.7,0,0.694323144104803
"11266",1592,7,2017,9,"Kings County",60,1.08,0.59825327510917
"11275",1601,1,2017,9,"Kings County",65.4,0.16,0.759825327510917
"11279",1605,2,2017,9,"Kings County",68.1,0,0.873362445414847
"11281",1607,3,2017,9,"Kings County",69.6,0,0.790393013100437
"11286",1612,4,2017,9,"Kings County",67.1,2.88,0.877729257641921
"11294",1620,5,2017,9,"Kings County",65.4,0.55,0.834061135371179
"11297",1623,6,2017,9,"Kings County",63.1,0,0.676855895196507
"11304",1630,7,2017,9,"Kings County",61.1,0,0.681222707423581
"11306",1632,1,2017,9,"Kings County",63.6,0,0.925764192139738
"11313",1639,2,2017,9,"Kings County",65.3,0,0.672489082969432
"11319",1645,3,2017,9,"Kings County",67.5,0,0.781659388646288
"11323",1649,4,2017,9,"Kings County",67.4,0,0.77292576419214
"11327",1653,5,2017,9,"Kings County",67.9,0.02,0.912663755458515
"11331",1657,6,2017,9,"Kings County",66.8,0,0.65938864628821
"11340",1666,7,2017,9,"Kings County",64.7,0,0.724890829694323
"11345",1671,1,2017,9,"Kings County",65.7,0,0.681222707423581
"11349",1675,2,2017,9,"Kings County",65.5,0.02,0.755458515283843
"11355",1681,3,2017,9,"Kings County",66.1,0.59,0.62882096069869
"11359",1685,4,2017,9,"Kings County",63.9,2.35,0.558951965065502
"11362",1688,5,2017,9,"Kings County",61.3,3.17,0.606986899563319
"11368",1694,6,2017,9,"Kings County",62.6,0.3,0.611353711790393
"11373",1699,7,2017,9,"Kings County",65.3,0.05,0.624454148471616
"11378",1704,1,2017,9,"Kings County",64.2,0,0.777292576419214
"11382",1708,2,2017,9,"Kings County",65.9,0.12,0.668122270742358
"11390",1716,3,2017,9,"Kings County",68.7,0,0.733624454148472
"11395",1721,4,2017,9,"Kings County",69.4,0.07,0.930131004366812
"11397",1723,5,2017,9,"Kings County",59.6,0.2,0.790393013100437
"11401",1727,6,2017,9,"Kings County",56.3,0,0.620087336244541
"12927",1733,7,2017,10,"Kings County",55.5,0.08,0.685589519650655
"12931",1737,1,2017,10,"Kings County",58,0,0.960698689956332
"12938",1744,2,2017,10,"Kings County",54.1,0,0.74235807860262
"12945",1751,3,2017,10,"Kings County",59.3,0,0.759825327510917
"12946",1752,4,2017,10,"Kings County",63.7,0,0.724890829694323
"12951",1757,5,2017,10,"Kings County",64.9,0.18,0.624454148471616
"12959",1765,6,2017,10,"Kings County",63.8,0,0.541484716157205
"12964",1770,7,2017,10,"Kings County",65.8,0,0.59825327510917
"12968",1774,1,2017,10,"Kings County",66.3,0.02,0.685589519650655
"12974",1780,2,2017,10,"Kings County",68.8,0.31,0.777292576419214
"12976",1782,3,2017,10,"Kings County",62.1,0,0.685589519650655
"12985",1791,4,2017,10,"Kings County",57.1,0.09,0.537117903930131
"12989",1795,5,2017,10,"Kings County",56.4,0.01,0.668122270742358
"12993",1799,6,2017,10,"Kings County",62.4,0,0.615720524017467
"12996",1802,7,2017,10,"Kings County",63.3,0.71,0.580786026200873
"13005",1811,1,2017,10,"Kings County",62.3,0,0.724890829694323
"13006",1812,2,2017,10,"Kings County",51.1,0,0.934497816593886
"13012",1818,3,2017,10,"Kings County",56.7,0,0.842794759825327
"13017",1823,4,2017,10,"Kings County",59.7,0,0.825327510917031
"13025",1466,5,2017,10,"Kings County",62,0,0.816593886462882
"13030",1471,6,2017,10,"Kings County",58.8,0,0.593886462882096
"13034",1475,7,2017,10,"Kings County",60.6,0,0.558951965065502
"13036",1477,1,2017,10,"Kings County",59.5,0,0.77292576419214
"13045",1486,2,2017,10,"Kings County",64.3,0,0.794759825327511
"13046",1487,3,2017,10,"Kings County",65.1,0.06,0.624454148471616
"13052",1493,4,2017,10,"Kings County",60.1,1.86,0.716157205240175
"13057",1498,5,2017,10,"Kings County",54.1,0.26,0.847161572052402
"13061",1502,6,2017,10,"Kings County",55.1,0,0.685589519650655
"13070",1511,7,2017,10,"Kings County",60.4,0,0.737991266375546
"13079",1520,2,2017,10,"Kings County",57.7,0.04,0.720524017467249
"14459",1525,3,2017,11,"Kings County",50.6,0,0.737991266375546
"14465",1531,4,2017,11,"Kings County",58.9,0,0.912663755458515
"14469",1535,5,2017,11,"Kings County",58.7,0,0.825327510917031
"14474",1540,6,2017,11,"Kings County",53.6,0,0.62882096069869
"14479",1545,7,2017,11,"Kings County",54.5,0,0.633187772925764
"14483",1549,1,2017,11,"Kings County",62.2,0,0.829694323144105
"14490",1556,2,2017,11,"Kings County",53,0.05,0.807860262008734
"14491",1557,3,2017,11,"Kings County",47,0.37,0.655021834061135
"14499",1565,4,2017,11,"Kings County",48.3,0.1,0.777292576419214
"14502",1568,5,2017,11,"Kings County",44.6,0.05,0.703056768558952
"14509",1575,6,2017,11,"Kings County",30.2,0,0.65938864628821
"14515",1581,7,2017,11,"Kings County",35.8,0,0.602620087336245
"14518",1584,1,2017,11,"Kings County",48.8,0,0.803493449781659
"14524",1590,2,2017,11,"Kings County",46.1,0.1,0.694323144104803
"14530",1596,3,2017,11,"Kings County",43.9,0,0.737991266375546
"14533",1599,4,2017,11,"Kings County",46.6,0,0.895196506550218
"14539",1605,5,2017,11,"Kings County",43.8,0.55,0.956331877729258
"14545",1611,6,2017,11,"Kings County",43.5,0,0.689956331877729
"14549",1615,7,2017,11,"Kings County",54.8,0,0.746724890829694
"14554",1620,1,2017,11,"Kings County",40.5,0.18,0.88646288209607
"14558",1624,2,2017,11,"Kings County",51.1,0,0.960698689956332
"14561",1627,3,2017,11,"Kings County",54.2,0,0.864628820960699
"14568",1634,4,2017,11,"Kings County",38.7,0.28,0.519650655021834
"14574",1640,5,2017,11,"Kings County",40.8,0,0.567685589519651
"14576",1642,6,2017,11,"Kings County",50.1,0,0.519650655021834
"14581",1647,7,2017,11,"Kings County",48.9,0,0.471615720524017
"14588",1654,1,2017,11,"Kings County",43,0,0.720524017467249
"14591",1657,2,2017,11,"Kings County",37.9,0,0.786026200873362
"14596",1662,3,2017,11,"Kings County",52.2,0,0.733624454148472
"14603",1669,4,2017,11,"Kings County",43.2,0,0.77292576419214
"15945",1676,5,2017,12,"Kings County",48.2,0,0.829694323144105
"15950",1681,6,2017,12,"Kings County",42.5,0,0.672489082969432
"15951",1682,7,2017,12,"Kings County",42.6,0,0.519650655021834
"15958",1689,1,2017,12,"Kings County",40.9,0,0.851528384279476
"15965",1696,2,2017,12,"Kings County",42,0,0.724890829694323
"15968",1699,3,2017,12,"Kings County",51.3,0.47,0.641921397379913
"15973",1704,4,2017,12,"Kings County",43.4,0.02,0.799126637554585
"15978",1709,5,2017,12,"Kings County",41,0,0.703056768558952
"15983",1714,6,2017,12,"Kings County",38.7,0.01,0.668122270742358
"15988",1719,7,2017,12,"Kings County",39,0.97,0.589519650655022
"15993",1724,1,2017,12,"Kings County",38.4,0,0.829694323144105
"15999",1730,2,2017,12,"Kings County",42.6,0,0.759825327510917
"16002",1733,3,2017,12,"Kings County",32.8,0.13,0.838427947598253
"16009",1740,4,2017,12,"Kings County",28.2,0,0.951965065502183
"16018",1749,6,2017,12,"Kings County",30.9,0.08,0.74235807860262
"16023",1754,7,2017,12,"Kings County",27.6,0.01,0.650655021834061
"16027",1758,1,2017,12,"Kings County",32.7,0,0.768558951965066
"16034",1765,2,2017,12,"Kings County",44.9,0.01,0.729257641921397
"16038",1769,3,2017,12,"Kings County",44.3,0,0.786026200873362
"16043",1774,4,2017,12,"Kings County",32.4,0,0.847161572052402
"16049",1780,5,2017,12,"Kings County",32.7,0,0.812227074235808
"16055",1786,6,2017,12,"Kings County",45.6,0.17,0.611353711790393
"16058",1789,7,2017,12,"Kings County",41.9,0.58,0.475982532751092
"16062",1793,1,2017,12,"Kings County",41.1,0.2,0.336244541484716
"16068",1799,2,2017,12,"Kings County",29.5,0.01,0.611353711790393
"16075",1806,3,2017,12,"Kings County",21.9,0,0.655021834061135
"16078",1809,4,2017,12,"Kings County",15.3,0,0.681222707423581
"16082",1813,5,2017,12,"Kings County",13.7,0,0.676855895196507
"16088",1819,6,2017,12,"Kings County",16.7,0,0.580786026200873
"16093",1824,7,2017,12,"Kings County",21,0.01,0.528384279475983
"664",1830,1,2018,1,"Kings County",9.5,0,0.621145374449339
"670",1836,2,2018,1,"Kings County",14.7,0,0.81057268722467
"673",1839,3,2018,1,"Kings County",25.6,0,0.788546255506608
"679",1845,4,2018,1,"Kings County",37.1,0.07,0.488986784140969
"683",1849,5,2018,1,"Kings County",23,2.14,0.916299559471366
"690",1856,6,2018,1,"Kings County",13.2,0,0.682819383259912
"693",1859,7,2018,1,"Kings County",9.3,0,0.607929515418502
"697",1863,1,2018,1,"Kings County",35,0,0.885462555066079
"701",1867,2,2018,1,"Kings County",38.3,0.01,0.766519823788546
"707",1873,3,2018,1,"Kings County",31.4,0,0.854625550660793
"711",1877,4,2018,1,"Kings County",38.5,0,0.916299559471366
"719",1885,5,2018,1,"Kings County",43.7,0,0.753303964757709
"725",1891,6,2018,1,"Kings County",45.4,0.41,0.647577092511013
"728",1894,7,2018,1,"Kings County",27,0.01,0.519823788546256
"733",1899,1,2018,1,"Kings County",31.6,0,0.60352422907489
"737",1903,2,2018,1,"Kings County",32.3,0,0.691629955947137
"743",1909,3,2018,1,"Kings County",36,0.17,0.568281938325991
"748",1914,4,2018,1,"Kings County",32.4,0.04,0.718061674008811
"751",1917,5,2018,1,"Kings County",28.9,0,0.607929515418502
"758",1924,6,2018,1,"Kings County",38.1,0,0.559471365638767
"764",1930,7,2018,1,"Kings County",39.7,0,0.524229074889868
"768",1934,1,2018,1,"Kings County",36.4,0,0.643171806167401
"772",1938,2,2018,1,"Kings County",45.3,0,0.594713656387665
"780",1946,3,2018,1,"Kings County",41.1,0.68,0.775330396475771
"783",1949,4,2018,1,"Kings County",28,0,0.766519823788546
"788",1954,5,2018,1,"Kings County",25.3,0,0.757709251101322
"795",1961,6,2018,1,"Kings County",36.8,0,0.590308370044053
"800",1966,7,2018,1,"Kings County",43.4,0.01,0.374449339207048
"803",1969,1,2018,1,"Kings County",40.3,0.2,0.541850220264317
"807",1973,2,2018,1,"Kings County",31.9,0.53,0.669603524229075
"814",1980,3,2018,1,"Kings County",25,0.18,0.651982378854626
"2113",1984,4,2018,2,"Kings County",38.3,0,0.625550660792952
"2118",1989,5,2018,2,"Kings County",34.2,0.07,0.634361233480176
"2121",1992,6,2018,2,"Kings County",19.8,0.08,0.533039647577093
"2129",2000,7,2018,2,"Kings County",37.8,0,0.647577092511013
"2134",2005,1,2018,2,"Kings County",42.5,1.28,0.801762114537445
"2137",2008,2,2018,2,"Kings County",30,0.12,0.568281938325991
"2142",2013,3,2018,2,"Kings County",36.4,0,0.665198237885463
"2150",2021,4,2018,2,"Kings County",34.6,0.62,0.607929515418502
"2152",2023,5,2018,2,"Kings County",28.3,0.08,0.682819383259912
"2156",2027,6,2018,2,"Kings County",41.6,0,0.577092511013216
"2161",2032,7,2018,2,"Kings County",46.3,0.61,0.629955947136564
"2169",2040,1,2018,2,"Kings County",45,1.67,0.607929515418502
"2174",2045,2,2018,2,"Kings County",31.5,0.14,0.634361233480176
"2178",2049,3,2018,2,"Kings County",36.9,0,0.718061674008811
"2183",2054,4,2018,2,"Kings County",40.8,0.35,0.700440528634361
"2190",2061,5,2018,2,"Kings County",44.8,0.14,0.616740088105727
"2195",2066,6,2018,2,"Kings County",35.9,0.1,0.54625550660793
"2198",2069,7,2018,2,"Kings County",39.4,0.55,0.475770925110132
"2204",2075,1,2018,2,"Kings County",38.1,0.01,0.572687224669604
"2206",2077,2,2018,2,"Kings County",45.6,0.06,0.585903083700441
"2214",2085,3,2018,2,"Kings County",45.9,0.02,0.709251101321586
"2217",2088,4,2018,2,"Kings County",43.1,0.03,0.731277533039648
"2225",2096,5,2018,2,"Kings County",37.5,0.03,0.612334801762115
"2228",2099,6,2018,2,"Kings County",42.3,0.09,0.54625550660793
"2233",2104,7,2018,2,"Kings County",42.5,0.21,0.52863436123348
"2239",2110,1,2018,2,"Kings County",42.1,0.72,0.568281938325991
"2244",2115,2,2018,2,"Kings County",40.3,0,0.722466960352423
"2247",2118,3,2018,2,"Kings County",42.6,0,0.713656387665198
"3747",2123,4,2018,3,"Kings County",46.7,0,0.665198237885463
"3755",2131,5,2018,3,"Kings County",45.3,0.35,0.982378854625551
"3758",2134,6,2018,3,"Kings County",40.2,0,0.770925110132159
"3765",2141,7,2018,3,"Kings County",39.6,0.11,0.519823788546256
"3770",2146,1,2018,3,"Kings County",37.8,0.38,0.731277533039648
"3772",2148,2,2018,3,"Kings County",37.7,0.08,0.748898678414097
"3780",2156,3,2018,3,"Kings County",38.1,0,0.572687224669604
"3784",2160,4,2018,3,"Kings County",39.6,0.79,0.700440528634361
"3789",2165,5,2018,3,"Kings County",35.5,0.01,0.762114537444934
"3793",2169,6,2018,3,"Kings County",38.1,0,0.581497797356828
"3796",2172,7,2018,3,"Kings County",36.3,0,0.449339207048458
"3801",2177,1,2018,3,"Kings County",36.7,0,0.801762114537445
"3808",2184,2,2018,3,"Kings County",35,1.54,0.73568281938326
"3813",2189,3,2018,3,"Kings County",34.8,0.99,0.585903083700441
"3820",1831,4,2018,3,"Kings County",36.5,0,0.748898678414097
"3823",1834,5,2018,3,"Kings County",36.1,0,0.801762114537445
"3828",1839,6,2018,3,"Kings County",33.3,0,0.607929515418502
"3835",1846,7,2018,3,"Kings County",27.2,0,0.656387665198238
"3836",1847,1,2018,3,"Kings County",30.5,0,0.79295154185022
"3844",1855,2,2018,3,"Kings County",32.5,0,0.682819383259912
"3847",1858,3,2018,3,"Kings County",36.8,0,0.665198237885463
"3857",1868,5,2018,3,"Kings County",37.5,0.07,0.788546255506608
"3864",1875,6,2018,3,"Kings County",36.3,0,0.599118942731278
"3870",1881,7,2018,3,"Kings County",35.8,0,0.555066079295154
"3871",1882,1,2018,3,"Kings County",36.4,0.01,0.832599118942731
"3876",1887,2,2018,3,"Kings County",37.6,0,0.770925110132159
"3881",1892,3,2018,3,"Kings County",40.4,0,0.691629955947137
"3887",1898,4,2018,3,"Kings County",41.6,0,0.766519823788546
"3895",1906,5,2018,3,"Kings County",46.8,0,0.696035242290749
"3900",1911,6,2018,3,"Kings County",43.6,0.08,0.651982378854626
"5244",1915,7,2018,4,"Kings County",44.2,0,0.45374449339207
"5249",1920,1,2018,4,"Kings County",37.7,0.01,0.541850220264317
"5254",1925,2,2018,4,"Kings County",35.3,0.3,0.568281938325991
"5257",1928,3,2018,4,"Kings County",47.3,0.39,0.524229074889868
"5263",1934,4,2018,4,"Kings County",39.9,0.17,0.563876651982379
"5269",1940,5,2018,4,"Kings County",38,0,0.563876651982379
"5272",1943,6,2018,4,"Kings County",43.5,0.1,0.533039647577093
"5278",1949,7,2018,4,"Kings County",37.9,0.03,0.541850220264317
"5282",1953,1,2018,4,"Kings County",36.3,0.01,0.674008810572687
"5286",1957,2,2018,4,"Kings County",37.7,0,0.823788546255507
"5293",1964,3,2018,4,"Kings County",37.9,0,0.687224669603524
"5298",1969,4,2018,4,"Kings County",42.8,0,0.638766519823789
"5303",1974,5,2018,4,"Kings County",47.7,0.02,0.806167400881057
"5309",1980,6,2018,4,"Kings County",47.7,0.08,0.696035242290749
"5312",1983,7,2018,4,"Kings County",39.7,0,0.643171806167401
"5318",1989,1,2018,4,"Kings County",44.7,0.11,0.911894273127753
"5324",1995,2,2018,4,"Kings County",45.6,0.43,0.722466960352423
"5329",2000,3,2018,4,"Kings County",41.9,0.05,0.66079295154185
"5331",2002,4,2018,4,"Kings County",41.8,0.02,0.744493392070485
"5336",2007,5,2018,4,"Kings County",43.2,0.08,0.788546255506608
"5345",2016,6,2018,4,"Kings County",44.6,0,0.555066079295154
"5348",2019,7,2018,4,"Kings County",46.3,0,0.669603524229075
"5354",2025,1,2018,4,"Kings County",46.4,0,0.744493392070485
"5358",2029,2,2018,4,"Kings County",44.7,0,0.766519823788546
"5362",2033,3,2018,4,"Kings County",49.2,0.01,0.612334801762115
"5370",2041,4,2018,4,"Kings County",50,0.81,0.841409691629956
"5373",2044,5,2018,4,"Kings County",48.8,0.03,0.704845814977974
"5378",2049,6,2018,4,"Kings County",49.5,0.13,0.594713656387665
"5384",2055,7,2018,4,"Kings County",50.5,0,0.625550660792952
"5386",2057,1,2018,4,"Kings County",46.2,0.07,0.850220264317181
"5413",2064,7,2018,5,"Kings County",49.7,0.09,0.629955947136564
"5420",2071,1,2018,5,"Kings County",50.5,0,0.832599118942731
"5425",2076,2,2018,5,"Kings County",53.9,0,0.854625550660793
"5428",2079,3,2018,5,"Kings County",55.3,0.02,0.726872246696035
"5433",2084,4,2018,5,"Kings County",54.1,0.32,0.823788546255507
"5438",2089,5,2018,5,"Kings County",52.2,0.17,0.674008810572687
"5442",2093,6,2018,5,"Kings County",49.6,0,0.616740088105727
"5447",2098,7,2018,5,"Kings County",56.5,0.15,0.643171806167401
"5454",2105,1,2018,5,"Kings County",60.9,0.03,0.66079295154185
"5457",2108,2,2018,5,"Kings County",54.6,0,0.744493392070485
"5463",2114,3,2018,5,"Kings County",57.3,0.24,0.854625550660793
"5468",2119,4,2018,5,"Kings County",56.3,0.11,0.881057268722467
"5474",2125,5,2018,5,"Kings County",56.5,0,0.911894273127753
"5477",2128,6,2018,5,"Kings County",58.8,0,0.709251101321586
"5484",2135,7,2018,5,"Kings County",53.7,0,0.577092511013216
"5490",2141,1,2018,5,"Kings County",53.4,0.08,0.524229074889868
"5495",2146,2,2018,5,"Kings County",57.7,0.01,0.845814977973568
"5498",2149,3,2018,5,"Kings County",59.2,0,0.766519823788546
"5504",2155,4,2018,5,"Kings County",55.1,0,0.79295154185022
"6749",2160,2,2018,5,"Kings County",48.4,0.01,0.845814977973568
"6754",2165,3,2018,5,"Kings County",54.5,0,0.872246696035242
"6759",2170,4,2018,5,"Kings County",54,0,1
"6764",2175,5,2018,5,"Kings County",53.3,0.02,0.801762114537445
"6770",2181,6,2018,5,"Kings County",58,0,0.687224669603524
"6772",2183,7,2018,5,"Kings County",52.5,0,0.581497797356828
"6778",2189,1,2018,5,"Kings County",53,0.48,0.889867841409692
"6781",1827,2,2018,5,"Kings County",48.4,0,0.920704845814978
"6788",1834,3,2018,5,"Kings County",51.2,0,0.748898678414097
"6792",1838,4,2018,5,"Kings County",51,0.01,0.806167400881057
"6798",1844,5,2018,5,"Kings County",56.8,0,0.898678414096916
"6805",1851,6,2018,5,"Kings County",48.9,0,0.696035242290749
"6942",1853,5,2018,6,"Kings County",58.6,0.13,0.845814977973568
"6948",1859,6,2018,6,"Kings County",63.1,0,0.66079295154185
"6952",1863,7,2018,6,"Kings County",52.8,0,0.621145374449339
"6960",1871,1,2018,6,"Kings County",51,0.15,0.885462555066079
"6964",1875,2,2018,6,"Kings County",54.5,1.29,0.766519823788546
"6967",1878,3,2018,6,"Kings County",54.8,0,0.700440528634361
"6973",1884,4,2018,6,"Kings County",51.5,0,0.86784140969163
"6978",1889,5,2018,6,"Kings County",54.8,0,0.947136563876652
"6981",1892,6,2018,6,"Kings County",62.9,0.06,0.762114537444934
"6987",1898,7,2018,6,"Kings County",61.5,0,0.634361233480176
"6995",1906,1,2018,6,"Kings County",56.2,0,0.73568281938326
"6999",1910,2,2018,6,"Kings County",55.3,0,0.859030837004405
"7005",1916,3,2018,6,"Kings County",59.4,0,0.766519823788546
"7007",1918,4,2018,6,"Kings County",63.8,0.18,0.850220264317181
"7015",1926,5,2018,6,"Kings County",59,0,0.929515418502203
"7016",1927,6,2018,6,"Kings County",62.8,0.01,0.726872246696035
"7025",1936,7,2018,6,"Kings County",66.7,0,0.651982378854626
"7033",1944,2,2018,6,"Kings County",67.7,0.03,0.933920704845815
"7038",1949,3,2018,6,"Kings County",62.8,0,0.788546255506608
"7041",1952,4,2018,6,"Kings County",63.4,0.09,0.977973568281938
"7050",1961,5,2018,6,"Kings County",61.1,0.11,0.845814977973568
"7052",1963,6,2018,6,"Kings County",59.2,0.16,0.594713656387665
"7057",1968,7,2018,6,"Kings County",62.7,1.03,0.616740088105727
"7064",1975,1,2018,6,"Kings County",63.8,0.25,0.845814977973568
"7070",1981,2,2018,6,"Kings County",60.7,0.02,0.819383259911894
"7074",1985,3,2018,6,"Kings County",62.7,0,0.599118942731278
"7079",1990,4,2018,6,"Kings County",64.1,0.13,0.885462555066079
"7083",1994,5,2018,6,"Kings County",68,0.96,0.938325991189427
"7089",2000,6,2018,6,"Kings County",71.1,0,0.788546255506608
"8507",2003,7,2018,7,"Kings County",70.8,0,0.6784140969163
"8512",2008,1,2018,7,"Kings County",68.4,0,0.837004405286344
"8517",2013,2,2018,7,"Kings County",66.9,0,0.775330396475771
"8524",2020,3,2018,7,"Kings County",71.7,0,0.511013215859031
"8529",2025,4,2018,7,"Kings County",71.7,0,0.854625550660793
"8535",2031,5,2018,7,"Kings County",70.6,0,0.823788546255507
"8540",2036,6,2018,7,"Kings County",67.3,0.01,0.60352422907489
"8542",2038,7,2018,7,"Kings County",61.7,0,0.656387665198238
"8546",2042,1,2018,7,"Kings County",60.9,0,0.79295154185022
"8552",2048,2,2018,7,"Kings County",67.2,0,0.885462555066079
"8560",2056,3,2018,7,"Kings County",68.3,0,0.674008810572687
"8562",2058,4,2018,7,"Kings County",68.2,0,0.612334801762115
"8570",2066,5,2018,7,"Kings County",64.8,0,0.819383259911894
"8571",2067,6,2018,7,"Kings County",64.9,0,0.6784140969163
"8580",2076,7,2018,7,"Kings County",65.5,0,0.651982378854626
"8584",2080,1,2018,7,"Kings County",68.7,0,0.86784140969163
"8590",2086,2,2018,7,"Kings County",70.5,0,0.797356828193833
"8594",2090,3,2018,7,"Kings County",71.2,0,0.784140969162996
"8598",2094,4,2018,7,"Kings County",67.9,0,0.797356828193833
"8604",2100,5,2018,7,"Kings County",64.3,0,0.779735682819383
"8607",2103,6,2018,7,"Kings County",59.8,0,0.665198237885463
"8612",2108,7,2018,7,"Kings County",66.5,0,0.643171806167401
"8618",2114,1,2018,7,"Kings County",69.9,0.04,0.687224669603524
"8623",2119,2,2018,7,"Kings County",69.2,0,0.801762114537445
"8626",2122,3,2018,7,"Kings County",69.8,0,0.784140969162996
"8634",2130,4,2018,7,"Kings County",69.8,0,0.621145374449339
"8638",2134,5,2018,7,"Kings County",70.6,0,0.828193832599119
"8641",2137,6,2018,7,"Kings County",69.7,0.41,0.766519823788546
"8647",2143,7,2018,7,"Kings County",72.9,0.06,0.54625550660793
"8651",2147,1,2018,7,"Kings County",71.3,0,0.647577092511013
"8660",2156,2,2018,7,"Kings County",68.9,0,0.916299559471366
"10181",2157,3,2018,8,"Kings County",69.2,0,0.744493392070485
"10187",2163,4,2018,8,"Kings County",73.7,0,0.920704845814978
"10195",2171,5,2018,8,"Kings County",73.7,0,0.79295154185022
"10200",2176,6,2018,8,"Kings County",71.8,0.01,0.6784140969163
"10203",2179,7,2018,8,"Kings County",74.3,0.05,0.691629955947137
"10209",2185,1,2018,8,"Kings County",74.8,0,0.740088105726872
"10215",2191,2,2018,8,"Kings County",75.8,0,0.828193832599119
"10219",1830,3,2018,8,"Kings County",74.6,0,0.828193832599119
"10222",1833,4,2018,8,"Kings County",74.9,0,0.850220264317181
"10229",1840,5,2018,8,"Kings County",76.9,0.04,0.704845814977974
"10235",1846,6,2018,8,"Kings County",68.8,0,0.709251101321586
"10238",1849,7,2018,8,"Kings County",70.9,0.01,0.537444933920705
"10244",1855,1,2018,8,"Kings County",69.1,0.05,0.740088105726872
"10249",1860,2,2018,8,"Kings County",72.8,0,0.753303964757709
"10253",1864,3,2018,8,"Kings County",74.1,0.08,0.797356828193833
