day,year,mo,da,collision_date,county,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,NUM_COLLISIONS
2,2017,01,31,2017-01-31,Richmond County,28.1,14.6,1013.1,8.2,9.8,19.0,28,39.9,21.9,0,999.9,1,0,1,0,0,32
2,2017,01,31,2017-01-31,Queens County,28.1,14.6,1013.1,8.2,9.8,19.0,28,39.9,21.9,0,999.9,1,0,1,0,0,149
2,2017,01,31,2017-01-31,New York County,28.1,14.6,1013.1,8.2,9.8,19.0,28,39.9,21.9,0,999.9,1,0,1,0,0,95
2,2017,01,31,2017-01-31,Bronx County,28.1,14.6,1013.1,8.2,9.8,19.0,28,39.9,21.9,0,999.9,1,0,1,0,0,92
4,2015,01,01,2015-01-01,Kings County,31.8,15.1,1018.6,9.9,13.6,24.1,33,39.9,21.9,0,999.9,0,0,1,0,0,98
4,2015,01,01,2015-01-01,Richmond County,31.8,15.1,1018.6,9.9,13.6,24.1,33,39.9,21.9,0,999.9,0,0,1,0,0,19
4,2015,01,01,2015-01-01,New York County,31.8,15.1,1018.6,9.9,13.6,24.1,33,39.9,21.9,0,999.9,0,0,1,0,0,72
4,2015,01,01,2015-01-01,Bronx County,31.8,15.1,1018.6,9.9,13.6,24.1,33,39.9,21.9,0,999.9,0,0,1,0,0,42
4,2015,01,01,2015-01-01,Queens County,31.8,15.1,1018.6,9.9,13.6,24.1,33,39.9,21.9,0,999.9,0,0,1,0,0,97
5,2015,01,02,2015-01-02,Kings County,40.4,21.5,1018.3,10,13.1,19.0,31.1,45,28,0,999.9,0,0,0,0,0,108
5,2015,01,02,2015-01-02,Richmond County,40.4,21.5,1018.3,10,13.1,19.0,31.1,45,28,0,999.9,0,0,0,0,0,18
5,2015,01,02,2015-01-02,New York County,40.4,21.5,1018.3,10,13.1,19.0,31.1,45,28,0,999.9,0,0,0,0,0,92
5,2015,01,02,2015-01-02,Queens County,40.4,21.5,1018.3,10,13.1,19.0,31.1,45,28,0,999.9,0,0,0,0,0,117
5,2015,01,02,2015-01-02,Bronx County,40.4,21.5,1018.3,10,13.1,19.0,31.1,45,28,0,999.9,0,0,0,0,0,50
6,2015,01,03,2015-01-03,Queens County,34.5,19.8,1033.9,9.5,11.1,17.1,26,45,30,0,999.9,0,1,1,0,0,108
6,2015,01,03,2015-01-03,Bronx County,34.5,19.8,1033.9,9.5,11.1,17.1,26,45,30,0,999.9,0,1,1,0,0,53
6,2015,01,03,2015-01-03,New York County,34.5,19.8,1033.9,9.5,11.1,17.1,26,45,30,0,999.9,0,1,1,0,0,99
6,2015,01,03,2015-01-03,Kings County,34.5,19.8,1033.9,9.5,11.1,17.1,26,45,30,0,999.9,0,1,1,0,0,120
6,2015,01,03,2015-01-03,Richmond County,34.5,19.8,1033.9,9.5,11.1,17.1,26,45,30,0,999.9,0,1,1,0,0,12
7,2015,01,04,2015-01-04,Bronx County,48.6,46.9,1015.4,1.9,15.5,22.9,28.9,54,30,0.21,999.9,1,1,0,0,0,39
7,2015,01,04,2015-01-04,Queens County,48.6,46.9,1015.4,1.9,15.5,22.9,28.9,54,30,0.21,999.9,1,1,0,0,0,82
7,2015,01,04,2015-01-04,Richmond County,48.6,46.9,1015.4,1.9,15.5,22.9,28.9,54,30,0.21,999.9,1,1,0,0,0,13
7,2015,01,04,2015-01-04,Kings County,48.6,46.9,1015.4,1.9,15.5,22.9,28.9,54,30,0.21,999.9,1,1,0,0,0,124
7,2015,01,04,2015-01-04,New York County,48.6,46.9,1015.4,1.9,15.5,22.9,28.9,54,30,0.21,999.9,1,1,0,0,0,64
1,2015,01,05,2015-01-05,Richmond County,44,32.1,1012.9,7.6,16.3,28.9,39,55,28.9,0.27,999.9,0,1,0,0,1,27
1,2015,01,05,2015-01-05,Kings County,44,32.1,1012.9,7.6,16.3,28.9,39,55,28.9,0.27,999.9,0,1,0,0,1,126
1,2015,01,05,2015-01-05,New York County,44,32.1,1012.9,7.6,16.3,28.9,39,55,28.9,0.27,999.9,0,1,0,0,1,78
1,2015,01,05,2015-01-05,Bronx County,44,32.1,1012.9,7.6,16.3,28.9,39,55,28.9,0.27,999.9,0,1,0,0,1,54
1,2015,01,05,2015-01-05,Queens County,44,32.1,1012.9,7.6,16.3,28.9,39,55,28.9,0.27,999.9,0,1,0,0,1,137
2,2015,01,06,2015-01-06,New York County,20.8,5.2,1025.2,8.8,10.3,21.0,31.1,28,19,0,999.9,0,0,1,0,0,109
2,2015,01,06,2015-01-06,Bronx County,20.8,5.2,1025.2,8.8,10.3,21.0,31.1,28,19,0,999.9,0,0,1,0,0,94
2,2015,01,06,2015-01-06,Queens County,20.8,5.2,1025.2,8.8,10.3,21.0,31.1,28,19,0,999.9,0,0,1,0,0,220
2,2015,01,06,2015-01-06,Richmond County,20.8,5.2,1025.2,8.8,10.3,21.0,31.1,28,19,0,999.9,0,0,1,0,0,35
2,2015,01,06,2015-01-06,Kings County,20.8,5.2,1025.2,8.8,10.3,21.0,31.1,28,19,0,999.9,0,0,1,0,0,187
3,2015,01,07,2015-01-07,New York County,22.6,10.2,1011.8,9.4,12.1,26.0,35.9,27,17.1,0,999.9,0,0,1,0,0,104
3,2015,01,07,2015-01-07,Kings County,22.6,10.2,1011.8,9.4,12.1,26.0,35.9,27,17.1,0,999.9,0,0,1,0,0,137
3,2015,01,07,2015-01-07,Bronx County,22.6,10.2,1011.8,9.4,12.1,26.0,35.9,27,17.1,0,999.9,0,0,1,0,0,44
3,2015,01,07,2015-01-07,Richmond County,22.6,10.2,1011.8,9.4,12.1,26.0,35.9,27,17.1,0,999.9,0,0,1,0,0,19
3,2015,01,07,2015-01-07,Queens County,22.6,10.2,1011.8,9.4,12.1,26.0,35.9,27,17.1,0,999.9,0,0,1,0,0,147
4,2015,01,08,2015-01-08,Bronx County,13.1,-2.4,1022.7,9.9,14.8,21.0,29.9,27,6.1,0,999.9,0,0,1,0,0,57
4,2015,01,08,2015-01-08,Richmond County,13.1,-2.4,1022.7,9.9,14.8,21.0,29.9,27,6.1,0,999.9,0,0,1,0,0,26
4,2015,01,08,2015-01-08,Queens County,13.1,-2.4,1022.7,9.9,14.8,21.0,29.9,27,6.1,0,999.9,0,0,1,0,0,137
4,2015,01,08,2015-01-08,Kings County,13.1,-2.4,1022.7,9.9,14.8,21.0,29.9,27,6.1,0,999.9,0,0,1,0,0,154
4,2015,01,08,2015-01-08,New York County,13.1,-2.4,1022.7,9.9,14.8,21.0,29.9,27,6.1,0,999.9,0,0,1,0,0,131
5,2015,01,09,2015-01-09,Richmond County,35.2,22.5,1018.1,9.5,21.0,38.1,49,46,26.1,0,999.9,0,0,1,0,0,35
5,2015,01,09,2015-01-09,Kings County,35.2,22.5,1018.1,9.5,21.0,38.1,49,46,26.1,0,999.9,0,0,1,0,0,176
5,2015,01,09,2015-01-09,Bronx County,35.2,22.5,1018.1,9.5,21.0,38.1,49,46,26.1,0,999.9,0,0,1,0,0,100
5,2015,01,09,2015-01-09,Queens County,35.2,22.5,1018.1,9.5,21.0,38.1,49,46,26.1,0,999.9,0,0,1,0,0,187
5,2015,01,09,2015-01-09,New York County,35.2,22.5,1018.1,9.5,21.0,38.1,49,46,26.1,0,999.9,0,0,1,0,0,152
6,2015,01,10,2015-01-10,Kings County,26.9,10,1025,10,10.2,17.1,22,30,21.9,0,999.9,0,0,0,0,0,130
6,2015,01,10,2015-01-10,Richmond County,26.9,10,1025,10,10.2,17.1,22,30,21.9,0,999.9,0,0,0,0,0,22
6,2015,01,10,2015-01-10,Queens County,26.9,10,1025,10,10.2,17.1,22,30,21.9,0,999.9,0,0,0,0,0,132
6,2015,01,10,2015-01-10,Bronx County,26.9,10,1025,10,10.2,17.1,22,30,21.9,0,999.9,0,0,0,0,0,49
6,2015,01,10,2015-01-10,New York County,26.9,10,1025,10,10.2,17.1,22,30,21.9,0,999.9,0,0,0,0,0,84
7,2015,01,11,2015-01-11,Bronx County,27.1,12.1,1035.5,10,8.8,13.0,17.1,37,19.9,0,999.9,0,0,0,0,0,27
7,2015,01,11,2015-01-11,Richmond County,27.1,12.1,1035.5,10,8.8,13.0,17.1,37,19.9,0,999.9,0,0,0,0,0,12
7,2015,01,11,2015-01-11,New York County,27.1,12.1,1035.5,10,8.8,13.0,17.1,37,19.9,0,999.9,0,0,0,0,0,65
7,2015,01,11,2015-01-11,Kings County,27.1,12.1,1035.5,10,8.8,13.0,17.1,37,19.9,0,999.9,0,0,0,0,0,100
7,2015,01,11,2015-01-11,Queens County,27.1,12.1,1035.5,10,8.8,13.0,17.1,37,19.9,0,999.9,0,0,0,0,0,87
1,2015,01,12,2015-01-12,New York County,40.9,35.6,1028.3,7.7,6.3,14.0,29.9,52,21,0,999.9,1,1,0,0,0,102
1,2015,01,12,2015-01-12,Bronx County,40.9,35.6,1028.3,7.7,6.3,14.0,29.9,52,21,0,999.9,1,1,0,0,0,65
1,2015,01,12,2015-01-12,Queens County,40.9,35.6,1028.3,7.7,6.3,14.0,29.9,52,21,0,999.9,1,1,0,0,0,133
1,2015,01,12,2015-01-12,Kings County,40.9,35.6,1028.3,7.7,6.3,14.0,29.9,52,21,0,999.9,1,1,0,0,0,173
1,2015,01,12,2015-01-12,Richmond County,40.9,35.6,1028.3,7.7,6.3,14.0,29.9,52,21,0,999.9,1,1,0,0,0,19
2,2015,01,13,2015-01-13,Kings County,32.6,25.6,1028.5,8.4,16.3,22.9,28.9,52,26.1,0.82,999.9,0,1,1,0,0,140
2,2015,01,13,2015-01-13,Richmond County,32.6,25.6,1028.5,8.4,16.3,22.9,28.9,52,26.1,0.82,999.9,0,1,1,0,0,22
2,2015,01,13,2015-01-13,Queens County,32.6,25.6,1028.5,8.4,16.3,22.9,28.9,52,26.1,0.82,999.9,0,1,1,0,0,159
2,2015,01,13,2015-01-13,New York County,32.6,25.6,1028.5,8.4,16.3,22.9,28.9,52,26.1,0.82,999.9,0,1,1,0,0,136
2,2015,01,13,2015-01-13,Bronx County,32.6,25.6,1028.5,8.4,16.3,22.9,28.9,52,26.1,0.82,999.9,0,1,1,0,0,70
3,2015,01,14,2015-01-14,Kings County,32.1,24,1031.2,8,9.6,13.0,22.9,37,26.1,0.15,999.9,0,1,1,0,0,109
3,2015,01,14,2015-01-14,Richmond County,32.1,24,1031.2,8,9.6,13.0,22.9,37,26.1,0.15,999.9,0,1,1,0,0,24
3,2015,01,14,2015-01-14,New York County,32.1,24,1031.2,8,9.6,13.0,22.9,37,26.1,0.15,999.9,0,1,1,0,0,111
3,2015,01,14,2015-01-14,Bronx County,32.1,24,1031.2,8,9.6,13.0,22.9,37,26.1,0.15,999.9,0,1,1,0,0,56
3,2015,01,14,2015-01-14,Queens County,32.1,24,1031.2,8,9.6,13.0,22.9,37,26.1,0.15,999.9,0,1,1,0,0,132
4,2015,01,15,2015-01-15,Bronx County,35.8,33.6,1015.5,2.8,14.1,17.1,24.1,37.9,28,0.03,999.9,0,1,1,0,0,55
4,2015,01,15,2015-01-15,Richmond County,35.8,33.6,1015.5,2.8,14.1,17.1,24.1,37.9,28,0.03,999.9,0,1,1,0,0,19
4,2015,01,15,2015-01-15,Queens County,35.8,33.6,1015.5,2.8,14.1,17.1,24.1,37.9,28,0.03,999.9,0,1,1,0,0,141
4,2015,01,15,2015-01-15,Kings County,35.8,33.6,1015.5,2.8,14.1,17.1,24.1,37.9,28,0.03,999.9,0,1,1,0,0,127
4,2015,01,15,2015-01-15,New York County,35.8,33.6,1015.5,2.8,14.1,17.1,24.1,37.9,28,0.03,999.9,0,1,1,0,0,132
5,2015,01,16,2015-01-16,Richmond County,34.5,23.4,1008.6,10,14.9,25.1,34,39.9,28.9,0.02,999.9,0,0,0,0,0,19
5,2015,01,16,2015-01-16,Kings County,34.5,23.4,1008.6,10,14.9,25.1,34,39.9,28.9,0.02,999.9,0,0,0,0,0,139
5,2015,01,16,2015-01-16,Queens County,34.5,23.4,1008.6,10,14.9,25.1,34,39.9,28.9,0.02,999.9,0,0,0,0,0,143
5,2015,01,16,2015-01-16,Bronx County,34.5,23.4,1008.6,10,14.9,25.1,34,39.9,28.9,0.02,999.9,0,0,0,0,0,52
5,2015,01,16,2015-01-16,New York County,34.5,23.4,1008.6,10,14.9,25.1,34,39.9,28.9,0.02,999.9,0,0,0,0,0,125
6,2015,01,17,2015-01-17,New York County,20.2,1.9,1023.6,10,13.3,21.0,31.1,39.9,15.1,0,999.9,0,0,0,0,0,101
6,2015,01,17,2015-01-17,Bronx County,20.2,1.9,1023.6,10,13.3,21.0,31.1,39.9,15.1,0,999.9,0,0,0,0,0,57
6,2015,01,17,2015-01-17,Richmond County,20.2,1.9,1023.6,10,13.3,21.0,31.1,39.9,15.1,0,999.9,0,0,0,0,0,26
6,2015,01,17,2015-01-17,Kings County,20.2,1.9,1023.6,10,13.3,21.0,31.1,39.9,15.1,0,999.9,0,0,0,0,0,110
6,2015,01,17,2015-01-17,Queens County,20.2,1.9,1023.6,10,13.3,21.0,31.1,39.9,15.1,0,999.9,0,0,0,0,0,124
7,2015,01,18,2015-01-18,Bronx County,40,32.8,1021.4,9.2,13.4,25.1,31.1,50,14,0,999.9,0,0,0,0,0,215
7,2015,01,18,2015-01-18,Queens County,40,32.8,1021.4,9.2,13.4,25.1,31.1,50,14,0,999.9,0,0,0,0,0,222
7,2015,01,18,2015-01-18,New York County,40,32.8,1021.4,9.2,13.4,25.1,31.1,50,14,0,999.9,0,0,0,0,0,99
7,2015,01,18,2015-01-18,Richmond County,40,32.8,1021.4,9.2,13.4,25.1,31.1,50,14,0,999.9,0,0,0,0,0,51
7,2015,01,18,2015-01-18,Kings County,40,32.8,1021.4,9.2,13.4,25.1,31.1,50,14,0,999.9,0,0,0,0,0,202
1,2015,01,19,2015-01-19,Kings County,41.7,36,1005,8.2,13.5,25.1,46,50,30.9,0.26,999.9,0,1,0,0,0,148
1,2015,01,19,2015-01-19,Queens County,41.7,36,1005,8.2,13.5,25.1,46,50,30.9,0.26,999.9,0,1,0,0,0,116
1,2015,01,19,2015-01-19,Richmond County,41.7,36,1005,8.2,13.5,25.1,46,50,30.9,0.26,999.9,0,1,0,0,0,11
1,2015,01,19,2015-01-19,Bronx County,41.7,36,1005,8.2,13.5,25.1,46,50,30.9,0.26,999.9,0,1,0,0,0,70
1,2015,01,19,2015-01-19,New York County,41.7,36,1005,8.2,13.5,25.1,46,50,30.9,0.26,999.9,0,1,0,0,0,61
2,2015,01,20,2015-01-20,Bronx County,35.7,23.4,1009.5,10,13.1,20.0,26,44.1,33.1,0.03,999.9,0,0,0,0,0,37
2,2015,01,20,2015-01-20,Richmond County,35.7,23.4,1009.5,10,13.1,20.0,26,44.1,33.1,0.03,999.9,0,0,0,0,0,17
2,2015,01,20,2015-01-20,Kings County,35.7,23.4,1009.5,10,13.1,20.0,26,44.1,33.1,0.03,999.9,0,0,0,0,0,141
2,2015,01,20,2015-01-20,Queens County,35.7,23.4,1009.5,10,13.1,20.0,26,44.1,33.1,0.03,999.9,0,0,0,0,0,112
2,2015,01,20,2015-01-20,New York County,35.7,23.4,1009.5,10,13.1,20.0,26,44.1,33.1,0.03,999.9,0,0,0,0,0,102
3,2015,01,21,2015-01-21,Kings County,32.3,17.7,1018.1,10,7.9,13.0,999.9,39,25,0,999.9,0,0,0,0,0,129
3,2015,01,21,2015-01-21,New York County,32.3,17.7,1018.1,10,7.9,13.0,999.9,39,25,0,999.9,0,0,0,0,0,102
3,2015,01,21,2015-01-21,Queens County,32.3,17.7,1018.1,10,7.9,13.0,999.9,39,25,0,999.9,0,0,0,0,0,127
3,2015,01,21,2015-01-21,Richmond County,32.3,17.7,1018.1,10,7.9,13.0,999.9,39,25,0,999.9,0,0,0,0,0,22
3,2015,01,21,2015-01-21,Bronx County,32.3,17.7,1018.1,10,7.9,13.0,999.9,39,25,0,999.9,0,0,0,0,0,58
4,2015,01,22,2015-01-22,Richmond County,35.5,30.5,1021,8.4,8.4,12.0,999.9,39,25,0.13,999.9,0,0,1,0,0,13
4,2015,01,22,2015-01-22,Bronx County,35.5,30.5,1021,8.4,8.4,12.0,999.9,39,25,0.13,999.9,0,0,1,0,0,63
4,2015,01,22,2015-01-22,New York County,35.5,30.5,1021,8.4,8.4,12.0,999.9,39,25,0.13,999.9,0,0,1,0,0,101
4,2015,01,22,2015-01-22,Queens County,35.5,30.5,1021,8.4,8.4,12.0,999.9,39,25,0.13,999.9,0,0,1,0,0,131
4,2015,01,22,2015-01-22,Kings County,35.5,30.5,1021,8.4,8.4,12.0,999.9,39,25,0.13,999.9,0,0,1,0,0,126
5,2015,01,23,2015-01-23,Queens County,31.6,20.4,1022.8,10,10.4,15.9,999.9,39,27,0.09,999.9,0,0,0,0,0,139
5,2015,01,23,2015-01-23,Bronx County,31.6,20.4,1022.8,10,10.4,15.9,999.9,39,27,0.09,999.9,0,0,0,0,0,47
5,2015,01,23,2015-01-23,Richmond County,31.6,20.4,1022.8,10,10.4,15.9,999.9,39,27,0.09,999.9,0,0,0,0,0,21
5,2015,01,23,2015-01-23,New York County,31.6,20.4,1022.8,10,10.4,15.9,999.9,39,27,0.09,999.9,0,0,0,0,0,145
5,2015,01,23,2015-01-23,Kings County,31.6,20.4,1022.8,10,10.4,15.9,999.9,39,27,0.09,999.9,0,0,0,0,0,159
6,2015,01,24,2015-01-24,Kings County,38.5,34.8,1003.3,6.7,12.4,25.1,33,45,27,0.23,999.9,0,1,1,0,0,107
6,2015,01,24,2015-01-24,New York County,38.5,34.8,1003.3,6.7,12.4,25.1,33,45,27,0.23,999.9,0,1,1,0,0,81
6,2015,01,24,2015-01-24,Richmond County,38.5,34.8,1003.3,6.7,12.4,25.1,33,45,27,0.23,999.9,0,1,1,0,0,16
6,2015,01,24,2015-01-24,Queens County,38.5,34.8,1003.3,6.7,12.4,25.1,33,45,27,0.23,999.9,0,1,1,0,0,110
6,2015,01,24,2015-01-24,Bronx County,38.5,34.8,1003.3,6.7,12.4,25.1,33,45,27,0.23,999.9,0,1,1,0,0,55
7,2015,01,25,2015-01-25,Richmond County,36.5,26.7,1000.4,9.4,16.0,22.0,32.1,45,33.1,0.9,999.9,0,0,1,0,0,12
7,2015,01,25,2015-01-25,Queens County,36.5,26.7,1000.4,9.4,16.0,22.0,32.1,45,33.1,0.9,999.9,0,0,1,0,0,110
7,2015,01,25,2015-01-25,Bronx County,36.5,26.7,1000.4,9.4,16.0,22.0,32.1,45,33.1,0.9,999.9,0,0,1,0,0,29
7,2015,01,25,2015-01-25,New York County,36.5,26.7,1000.4,9.4,16.0,22.0,32.1,45,33.1,0.9,999.9,0,0,1,0,0,78
7,2015,01,25,2015-01-25,Kings County,36.5,26.7,1000.4,9.4,16.0,22.0,32.1,45,33.1,0.9,999.9,0,0,1,0,0,117
1,2015,01,26,2015-01-26,Queens County,31.2,20.9,1015.7,6.7,12.7,24.1,31.1,43,26.1,0,999.9,0,0,1,0,0,132
1,2015,01,26,2015-01-26,Bronx County,31.2,20.9,1015.7,6.7,12.7,24.1,31.1,43,26.1,0,999.9,0,0,1,0,0,59
1,2015,01,26,2015-01-26,New York County,31.2,20.9,1015.7,6.7,12.7,24.1,31.1,43,26.1,0,999.9,0,0,1,0,0,75
1,2015,01,26,2015-01-26,Kings County,31.2,20.9,1015.7,6.7,12.7,24.1,31.1,43,26.1,0,999.9,0,0,1,0,0,137
1,2015,01,26,2015-01-26,Richmond County,31.2,20.9,1015.7,6.7,12.7,24.1,31.1,43,26.1,0,999.9,0,0,1,0,0,15
2,2015,01,27,2015-01-27,Bronx County,30.2,27.9,993.7,0.6,39.3,48.0,62.9,33.8,21,0.4,999.9,1,0,1,0,0,12
2,2015,01,27,2015-01-27,Richmond County,30.2,27.9,993.7,0.6,39.3,48.0,62.9,33.8,21,0.4,999.9,1,0,1,0,0,8
2,2015,01,27,2015-01-27,New York County,30.2,27.9,993.7,0.6,39.3,48.0,62.9,33.8,21,0.4,999.9,1,0,1,0,0,26
2,2015,01,27,2015-01-27,Kings County,30.2,27.9,993.7,0.6,39.3,48.0,62.9,33.8,21,0.4,999.9,1,0,1,0,0,60
2,2015,01,27,2015-01-27,Queens County,30.2,27.9,993.7,0.6,39.3,48.0,62.9,33.8,21,0.4,999.9,1,0,1,0,0,58
3,2015,01,28,2015-01-28,New York County,21.6,14.7,1009.6,6.6,16.6,29.9,44.1,26.1,19,0.23,999.9,0,0,1,0,0,91
3,2015,01,28,2015-01-28,Kings County,21.6,14.7,1009.6,6.6,16.6,29.9,44.1,26.1,19,0.23,999.9,0,0,1,0,0,117
3,2015,01,28,2015-01-28,Queens County,21.6,14.7,1009.6,6.6,16.6,29.9,44.1,26.1,19,0.23,999.9,0,0,1,0,0,121
3,2015,01,28,2015-01-28,Richmond County,21.6,14.7,1009.6,6.6,16.6,29.9,44.1,26.1,19,0.23,999.9,0,0,1,0,0,15
3,2015,01,28,2015-01-28,Bronx County,21.6,14.7,1009.6,6.6,16.6,29.9,44.1,26.1,19,0.23,999.9,0,0,1,0,0,48
4,2015,01,29,2015-01-29,New York County,29.2,20.9,1022.9,10,8.5,13.0,20,36,19,0,999.9,0,0,0,0,0,95
4,2015,01,29,2015-01-29,Queens County,29.2,20.9,1022.9,10,8.5,13.0,20,36,19,0,999.9,0,0,0,0,0,124
4,2015,01,29,2015-01-29,Bronx County,29.2,20.9,1022.9,10,8.5,13.0,20,36,19,0,999.9,0,0,0,0,0,53
4,2015,01,29,2015-01-29,Richmond County,29.2,20.9,1022.9,10,8.5,13.0,20,36,19,0,999.9,0,0,0,0,0,25
4,2015,01,29,2015-01-29,Kings County,29.2,20.9,1022.9,10,8.5,13.0,20,36,19,0,999.9,0,0,0,0,0,142
5,2015,01,30,2015-01-30,Kings County,35.1,31.1,1012.2,8.4,8.1,15.0,999.9,41,23,0,999.9,0,1,0,0,0,148
5,2015,01,30,2015-01-30,Richmond County,35.1,31.1,1012.2,8.4,8.1,15.0,999.9,41,23,0,999.9,0,1,0,0,0,27
5,2015,01,30,2015-01-30,Queens County,35.1,31.1,1012.2,8.4,8.1,15.0,999.9,41,23,0,999.9,0,1,0,0,0,159
5,2015,01,30,2015-01-30,New York County,35.1,31.1,1012.2,8.4,8.1,15.0,999.9,41,23,0,999.9,0,1,0,0,0,128
5,2015,01,30,2015-01-30,Bronx County,35.1,31.1,1012.2,8.4,8.1,15.0,999.9,41,23,0,999.9,0,1,0,0,0,70
6,2015,01,31,2015-01-31,Richmond County,24.5,12.9,1006.9,7.8,20.3,27.0,36.9,34,17.1,0.06,999.9,0,0,1,0,0,13
6,2015,01,31,2015-01-31,Queens County,24.5,12.9,1006.9,7.8,20.3,27.0,36.9,34,17.1,0.06,999.9,0,0,1,0,0,138
6,2015,01,31,2015-01-31,Bronx County,24.5,12.9,1006.9,7.8,20.3,27.0,36.9,34,17.1,0.06,999.9,0,0,1,0,0,52
6,2015,01,31,2015-01-31,New York County,24.5,12.9,1006.9,7.8,20.3,27.0,36.9,34,17.1,0.06,999.9,0,0,1,0,0,116
6,2015,01,31,2015-01-31,Kings County,24.5,12.9,1006.9,7.8,20.3,27.0,36.9,34,17.1,0.06,999.9,0,0,1,0,0,123
3,2020,01,01,2020-01-01,Bronx County,40.3,29.9,1003,10,11.4,20,26,52,36,0.01,999.9,1,0,0,0,0,65
3,2020,01,01,2020-01-01,Queens County,40.3,29.9,1003,10,11.4,20,26,52,36,0.01,999.9,1,0,0,0,0,95
3,2020,01,01,2020-01-01,Kings County,40.3,29.9,1003,10,11.4,20,26,52,36,0.01,999.9,1,0,0,0,0,103
3,2020,01,01,2020-01-01,Richmond County,40.3,29.9,1003,10,11.4,20,26,52,36,0.01,999.9,1,0,0,0,0,14
3,2020,01,01,2020-01-01,New York County,40.3,29.9,1003,10,11.4,20,26,52,36,0.01,999.9,1,0,0,0,0,41
4,2020,01,02,2020-01-02,Richmond County,39.6,28.9,1011.8,10,13,19,26,46,33.1,0.01,999.9,0,0,0,0,0,15
4,2020,01,02,2020-01-02,Bronx County,39.6,28.9,1011.8,10,13,19,26,46,33.1,0.01,999.9,0,0,0,0,0,71
4,2020,01,02,2020-01-02,Queens County,39.6,28.9,1011.8,10,13,19,26,46,33.1,0.01,999.9,0,0,0,0,0,105
4,2020,01,02,2020-01-02,New York County,39.6,28.9,1011.8,10,13,19,26,46,33.1,0.01,999.9,0,0,0,0,0,66
4,2020,01,02,2020-01-02,Kings County,39.6,28.9,1011.8,10,13,19,26,46,33.1,0.01,999.9,0,0,0,0,0,123
5,2020,01,03,2020-01-03,New York County,45.8,42.9,1010.3,7,10.3,15,999.9,46.9,33.1,0,999.9,1,0,0,0,0,69
5,2020,01,03,2020-01-03,Richmond County,45.8,42.9,1010.3,7,10.3,15,999.9,46.9,33.1,0,999.9,1,0,0,0,0,12
5,2020,01,03,2020-01-03,Bronx County,45.8,42.9,1010.3,7,10.3,15,999.9,46.9,33.1,0,999.9,1,0,0,0,0,77
5,2020,01,03,2020-01-03,Queens County,45.8,42.9,1010.3,7,10.3,15,999.9,46.9,33.1,0,999.9,1,0,0,0,0,127
5,2020,01,03,2020-01-03,Kings County,45.8,42.9,1010.3,7,10.3,15,999.9,46.9,33.1,0,999.9,1,0,0,0,0,141
6,2020,01,04,2020-01-04,Bronx County,45.4,43.9,1005.6,3.6,5.7,9.9,999.9,48.9,44.1,0.08,999.9,1,1,0,0,0,46
6,2020,01,04,2020-01-04,Richmond County,45.4,43.9,1005.6,3.6,5.7,9.9,999.9,48.9,44.1,0.08,999.9,1,1,0,0,0,12
6,2020,01,04,2020-01-04,Queens County,45.4,43.9,1005.6,3.6,5.7,9.9,999.9,48.9,44.1,0.08,999.9,1,1,0,0,0,103
6,2020,01,04,2020-01-04,Kings County,45.4,43.9,1005.6,3.6,5.7,9.9,999.9,48.9,44.1,0.08,999.9,1,1,0,0,0,114
6,2020,01,04,2020-01-04,New York County,45.4,43.9,1005.6,3.6,5.7,9.9,999.9,48.9,44.1,0.08,999.9,1,1,0,0,0,49
2,2013,01,01,2013-01-01,New York County,38,25.6,1008.8,10,15.0,21.0,28,41,33.1,0,999.9,0,0,0,0,0,78
2,2013,01,01,2013-01-01,Queens County,38,25.6,1008.8,10,15.0,21.0,28,41,33.1,0,999.9,0,0,0,0,0,83
2,2013,01,01,2013-01-01,Richmond County,38,25.6,1008.8,10,15.0,21.0,28,41,33.1,0,999.9,0,0,0,0,0,20
2,2013,01,01,2013-01-01,Kings County,38,25.6,1008.8,10,15.0,21.0,28,41,33.1,0,999.9,0,0,0,0,0,111
2,2013,01,01,2013-01-01,Bronx County,38,25.6,1008.8,10,15.0,21.0,28,41,33.1,0,999.9,0,0,0,0,0,36
7,2020,01,05,2020-01-05,Kings County,40.1,33.8,1001.6,7.1,17,27,38.1,48.9,36,0.38,999.9,1,1,0,0,0,85
7,2020,01,05,2020-01-05,New York County,40.1,33.8,1001.6,7.1,17,27,38.1,48.9,36,0.38,999.9,1,1,0,0,0,55
7,2020,01,05,2020-01-05,Queens County,40.1,33.8,1001.6,7.1,17,27,38.1,48.9,36,0.38,999.9,1,1,0,0,0,89
7,2020,01,05,2020-01-05,Bronx County,40.1,33.8,1001.6,7.1,17,27,38.1,48.9,36,0.38,999.9,1,1,0,0,0,28
7,2020,01,05,2020-01-05,Richmond County,40.1,33.8,1001.6,7.1,17,27,38.1,48.9,36,0.38,999.9,1,1,0,0,0,11
3,2013,01,02,2013-01-02,Queens County,27.5,12.1,1013.4,10,12.4,15.9,25.1,33.1,21.9,0,999.9,0,0,0,0,0,106
3,2013,01,02,2013-01-02,Bronx County,27.5,12.1,1013.4,10,12.4,15.9,25.1,33.1,21.9,0,999.9,0,0,0,0,0,60
