"","day","day_index","year","mo","temp","visib","wdsp","NUM_COLLISIONS"
"1808",1,926,2015,7,67.8,10,9.7,0.449897750511247
"1815",3,927,2015,7,73.4,4.1,9.3,0.789366053169734
"1835",6,929,2015,7,71.9,10,8.3,0.576687116564417
"1836",2,930,2015,7,71.5,9.7,9.3,0.368098159509202
"1841",6,931,2015,7,74.2,6.2,9.7,0.768916155419223
"1847",1,932,2015,7,71.8,10,8.4,0.523517382413088
"1859",5,933,2015,7,65.5,6.5,10.4,0.699386503067485
"1867",2,934,2015,7,65.8,9.3,8.2,0.257668711656442
"1869",2,935,2015,7,65.8,8.8,8.5,0.429447852760736
"1871",5,936,2015,7,70.6,3.8,9.8,0.570552147239264
"1874",6,937,2015,7,69.1,8.5,9.8,0.462167689161554
"1887",4,938,2015,7,67.4,9.8,9.2,0.646216768916155
"1891",5,939,2015,7,73.7,7.8,9.2,0.566462167689162
"1894",7,940,2015,7,65.2,8.7,7.9,0.752556237218814
"1906",7,941,2015,7,68.3,7.6,5.8,0.425357873210634
"1936",6,942,2015,7,67.3,9.2,16.6,0.705521472392638
"1985",6,943,2015,8,71.1,8.4,5.2,0.76278118609407
"1986",7,944,2015,8,70.4,8.6,4.8,0.793456032719836
"1990",5,945,2015,8,73.9,6.3,5.4,0.517382413087935
"1996",1,946,2015,8,73.9,4.8,6,0.49079754601227
"2006",3,947,2015,8,71.7,3.8,5.4,0.478527607361963
"2034",7,948,2015,8,71.4,10,6.6,0.548057259713701
"2060",1,949,2015,8,71.8,8.2,6.7,0.492842535787321
"2063",1,950,2015,8,70.3,10,7,0.404907975460123
"2079",4,951,2015,8,72.8,9.7,7.4,0.519427402862986
"2085",7,952,2015,8,71.2,10,7.4,0.787321063394683
"2087",5,953,2015,8,74.5,7.6,7.8,0.568507157464213
"2094",3,954,2015,8,74.1,7.6,8,0.513292433537832
"2100",2,955,2015,8,74.3,9.5,8.5,0.431492842535787
"2101",4,956,2015,8,74.5,8.8,8.8,0.576687116564417
"2105",2,957,2015,8,75.9,9,7.8,0.427402862985685
"2112",5,958,2015,8,71.9,7.2,7.9,0.61758691206544
"2114",7,959,2015,8,73.6,7.1,9.7,0.842535787321063
"2121",6,960,2015,8,72.3,10,8.5,0.558282208588957
"2125",2,961,2015,8,73.4,4.7,7.6,0.30879345603272
"2127",3,962,2015,8,66.9,9.3,6.6,0.552147239263804
"2139",5,963,2015,8,73.8,9.2,7.4,0.541922290388548
"2141",2,964,2015,8,72.6,10,8.5,0.45398773006135
"2150",3,965,2015,8,74,9.1,8.9,0.744376278118609
"2162",1,966,2015,8,73.4,8.9,9.2,0.668711656441718
"2164",6,967,2015,8,73.5,10,9.3,0.591002044989775
"2171",4,968,2015,8,75,6.1,10.4,0.664621676891616
"2176",1,969,2015,8,69.7,10,11.8,0.417177914110429
"2180",6,970,2015,8,73.4,6.4,9.7,0.529652351738241
"2186",4,971,2015,8,67.9,7.5,12,0.531697341513292
"2216",3,972,2015,8,74.8,9,11.2,0.558282208588957
"2224",2,973,2015,8,67,9.2,13.1,0.302658486707566
"2288",2,974,2015,9,66.6,10,4.7,0.333333333333333
"2294",6,975,2015,9,69.3,7.8,5.9,0.824130879345603
"2307",6,976,2015,9,73.8,5.6,5.6,0.766871165644172
"2311",7,977,2015,9,70.1,7.9,6.4,0.856850715746421
"2330",3,978,2015,9,66.8,9.7,6.7,0.501022494887526
"2338",2,979,2015,9,68.2,8.8,8.4,0.280163599182004
"2341",5,980,2015,9,75.8,7.6,10.3,0.815950920245399
"2345",2,981,2015,9,59.4,10,7,0.310838445807771
"2355",4,982,2015,9,69.3,8.5,7.8,0.441717791411043
"2356",1,983,2015,9,70.4,6.6,5.2,0.642126789366053
"2374",5,984,2015,9,72.8,10,6.2,0.832310838445808
"2380",4,985,2015,9,74.6,9.4,8.3,0.582822085889571
"2387",4,986,2015,9,70.8,10,10.1,0.486707566462168
"2410",5,987,2015,9,62.4,10,9.8,0.32719836400818
"2412",4,988,2015,9,63.5,10,10.4,0.470347648261759
"2429",3,989,2015,9,73,10,11.9,0.294478527607362
"2451",1,990,2015,9,67.7,9.9,8.8,0.43558282208589
"2459",1,991,2015,9,66.8,10,9.3,0.408997955010225
"2461",4,992,2015,9,76.4,9.1,13.5,0.928425357873211
"2466",7,993,2015,9,61.2,10,10.3,0.498977505112474
"2496",2,994,2015,9,70.7,7.5,8.9,0.439672801635992
"2498",6,995,2015,9,61.5,10,9.2,0.568507157464213
"2499",1,996,2015,9,59.4,10,11.4,0.441717791411043
"2503",7,997,2015,9,68.6,9.5,12.6,0.867075664621677
"2506",3,998,2015,9,63.9,10,17.3,0.578732106339468
"2511",7,999,2015,9,70.6,6.8,12,0.61758691206544
"2522",3,1000,2015,9,67.6,10,14.5,0.486707566462168
"2524",5,1001,2015,9,70.5,4.1,15.5,0.59918200408998
"2530",6,1002,2015,9,74.5,7.5,6,0.662576687116564
"2531",5,1003,2015,9,66,9.7,5.3,0.640081799591002
"2558",4,1004,2015,10,46.7,10,5.9,0.593047034764826
"2571",5,1005,2015,10,57,10,5.4,0.668711656441718
"2579",1,1006,2015,10,48.9,10,5.7,0.032719836400818
"2590",3,1007,2015,10,60.2,9.7,7.6,0.335378323108384
"2597",4,1008,2015,10,64.4,6.5,8.3,0.783231083844581
"2607",2,1009,2015,10,57,9.7,6.9,0.370143149284254
"2621",2,1010,2015,10,56,10,8.1,0.445807770961145
"2632",6,1011,2015,10,57.1,10,10.4,0.699386503067485
"2643",4,1012,2015,10,59.4,10,10.5,0.593047034764826
"2651",5,1013,2015,10,62.7,9.9,8.7,0.775051124744376
"2654",6,1014,2015,10,59.8,10,8.2,0.664621676891616
"2664",7,1015,2015,10,60.1,9.8,11.7,0.685071574642127
"2677",7,1016,2015,10,57.4,10,11.1,0.70961145194274
"2678",5,1017,2015,10,63.8,9,11.2,0.648261758691207
"2684",7,1018,2015,10,58.9,9.8,10.9,0.865030674846626
"2692",1,1019,2015,10,51.5,10,9.4,0.3640081799591
"2701",6,1020,2015,10,60.5,8.8,9.7,0.664621676891616
"2714",1,1021,2015,10,52.7,10,8.2,0.458077709611452
"2724",3,1022,2015,10,42.8,10,12.6,0.666666666666667
"2731",2,1023,2015,10,46.1,10,13.7,0.429447852760736
"2733",3,1024,2015,10,58.6,10,17.1,0.523517382413088
"2756",7,1025,2015,10,56.2,10,15.4,0.820040899795501
"2768",3,1026,2015,10,52.3,10,12.9,0.730061349693252
"2769",2,1027,2015,10,56.2,10,19.2,0.398773006134969
"2770",5,1028,2015,10,53.8,9.3,13.2,0.711656441717791
"2772",1,1029,2015,10,59.2,9,13.1,0.629856850715746
"2776",6,1030,2015,10,63.2,3.5,17.6,0.871165644171779
"2786",4,1031,2015,10,58.2,9.7,21.3,0.76278118609407
"2790",7,1032,2015,10,56,4.1,22.5,0.934560327198364
"2794",1,1033,2015,10,55.5,7.9,22.1,0.439672801635992
"2798",6,1034,2015,10,59.7,8.1,21.4,0.699386503067485
"2827",5,1035,2015,11,39.6,10,4.3,0.768916155419223
"2833",5,1036,2015,11,42.9,10,3.2,0.586912065439673
"2846",7,1037,2015,11,52.6,9.8,7.5,0.284253578732106
"2848",3,1038,2015,11,54,10,8.3,0.566462167689162
"2849",6,1039,2015,11,58.9,9.1,7.6,0.713701431492842
"2850",5,1040,2015,11,57,9.7,7.4,0.676891615541922
"2860",3,1041,2015,11,51.4,10,7.9,0.560327198364008
"2864",3,1042,2015,11,58.3,9.5,7.8,0.556237218813906
"2865",4,1043,2015,11,54.4,8.2,6.4,0.642126789366053
"2866",1,1044,2015,11,54.5,9.1,9.4,0.341513292433538
"2871",6,1045,2015,11,50.1,10,10.8,0.0858895705521472
"2882",2,1046,2015,11,46.1,9.6,9.4,0.229038854805726
"2906",4,1048,2015,11,55.8,9.3,7.9,0.850715746421268
"2914",2,1049,2015,11,50.1,8.1,6.6,0.184049079754601
"2919",3,1050,2015,11,40.5,10,11.3,0.552147239263804
"2938",4,1051,2015,11,45.3,10,11.9,0.701431492842536
"2948",6,1052,2015,11,50.4,10,11.8,0.932515337423313
"2963",7,1053,2015,11,57,7.2,13.6,0.977505112474438
"2969",1,1054,2015,11,48.8,10,14.3,0.523517382413088
"2980",4,1055,2015,11,37.5,10,11.7,0.801635991820041
"2991",1,1056,2015,11,61.4,6.9,10.9,0.325153374233129
"3003",2,1057,2015,11,53.2,10,11,0.267893660531697
"3022",2,1058,2015,11,47.6,10,14.3,0.325153374233129
"3032",6,1059,2015,11,52.5,7.3,11.5,0.605316973415133
"3035",1,1060,2015,11,49,10,18.7,0.556237218813906
"3037",7,1061,2015,11,62.3,4.3,11.3,0.562372188139059
"3048",3,1062,2015,11,45.2,8.5,17.4,0.742331288343558
"3049",7,1063,2015,11,58.3,9.8,16.9,0.687116564417178
"3067",5,1064,2015,11,56.1,4,20.5,0.386503067484663
"3114",1,1065,2015,12,45.6,10,6.1,0.588957055214724
"3116",7,1066,2015,12,52.2,6.1,5.8,0.721881390593047
"3128",3,1067,2015,12,52.6,6.7,7.9,0.605316973415133
"3139",2,1069,2015,12,53.6,8.1,7.5,0.425357873210634
"3140",2,1070,2015,12,45.4,8.5,6.2,0.294478527607362
"3143",3,1071,2015,12,50.8,8,9.2,0.668711656441718
"3155",1,1072,2015,12,55,8.1,9.8,0.484662576687117
"3162",4,1073,2015,12,40.1,9.3,7.9,0.828220858895706
"3173",6,1074,2015,12,51.1,9,9.3,0.668711656441718
"3183",6,1075,2015,12,46.5,9.5,11,0.380368098159509
"3198",5,1076,2015,12,53.5,3.9,8.3,0.948875255623722
"3212",4,1077,2015,12,54.8,4.4,11.3,0.732106339468303
"3216",5,1078,2015,12,46.5,10,12.3,0.678936605316973
"3221",5,1079,2015,12,43.7,10,8.7,0.478527607361963
"3224",6,1080,2015,12,48.9,8.8,9.7,0.826175869120654
"3230",5,1081,2015,12,53.6,2.3,9.1,0.642126789366053
"3248",5,1082,2015,12,44.8,9.4,8.8,0.32719836400818
"3251",4,1083,2015,12,47.4,7.8,11.3,0.566462167689162
"3264",7,1084,2015,12,45.6,10,10.9,0.693251533742331
"3266",2,1085,2015,12,52.9,4.5,13.1,0.361963190184049
"3270",7,1086,2015,12,54.2,2.4,11.3,0.871165644171779
"3275",3,1087,2015,12,49.5,9.4,14.3,0.554192229038855
"3281",1,1088,2015,12,51.4,8.9,11.3,0.110429447852761
"3284",6,1089,2015,12,57.7,2.1,15.6,0.535787321063395
"3301",4,1090,2015,12,58,5.9,15,0.846625766871166
"3308",2,1091,2015,12,38.5,10,14,0.325153374233129
"3312",3,1092,2015,12,40.9,9.3,18.5,0.304703476482618
"3316",1,1093,2015,12,42.1,10,16.7,0.578732106339468
"3323",4,1094,2015,12,42.8,6.1,15.6,0.392638036809816
"3326",6,1095,2015,12,53.5,6.4,13,0.576687116564417
"35",6,1096,2016,1,35,10,4.3,0.6232741617357
"37",3,1097,2016,1,33.5,10,6.5,0.577909270216962
"43",7,1098,2016,1,41.3,10,5.9,0.552268244575937
"57",2,1099,2016,1,40.2,9.2,7.7,0.169625246548323
"64",7,1100,2016,1,36.5,10,7.2,0.70414201183432
"70",6,1101,2016,1,40.5,10,6.8,0.349112426035503
"82",4,1102,2016,1,33,10,7.9,0.536489151873767
"91",5,1103,2016,1,43,7.5,9.4,0.601577909270217
"98",1,1104,2016,1,37.8,10,11.6,0.455621301775148
"101",1,1105,2016,1,45.9,10,9.3,0.372781065088757
"112",4,1106,2016,1,42.2,9.1,11.1,0.727810650887574
"119",5,1107,2016,1,33.5,10,8.3,0.512820512820513
"120",2,1108,2016,1,45,8.6,12.5,0.329388560157791
"130",7,1109,2016,1,41.2,9.8,10.2,0.0552268244575937
"153",1,1110,2016,1,37.7,10,12.5,0.112426035502959
"179",6,1111,2016,1,28.9,8.1,11.4,0.457593688362919
"180",6,1112,2016,1,30.9,10,14.5,0.593688362919132
"181",7,1113,2016,1,41.3,9.9,11.8,0.467455621301775
"206",7,1114,2016,1,28,10,13.1,0.664694280078895
"207",2,1115,2016,1,44.4,10,15.5,0.132149901380671
"218",3,1116,2016,1,38.2,10,13.5,0.465483234714004
"225",3,1117,2016,1,43.2,8.4,17.5,0.621301775147929
"242",5,1118,2016,1,29.4,10,18.9,0.50887573964497
"243",4,1119,2016,1,25.5,10,21.7,0.585798816568047
"244",3,1120,2016,1,34.4,8.8,15.3,0.22879684418146
"262",4,1121,2016,1,27.7,7.9,20.3,0.542406311637081
"267",1,1122,2016,1,45.7,7.3,15.7,0.390532544378698
"269",1,1123,2016,1,34.6,6.1,17.5,0.0729783037475345
"270",5,1124,2016,1,32.9,9.6,18,0.473372781065089
"273",2,1125,2016,1,51.3,4.9,16.2,0.191321499013807
"276",2,1126,2016,1,34.5,6.3,25.6,0.299802761341223
"317",5,1127,2016,2,33.5,9.1,4.2,0.339250493096647
"334",2,1128,2016,2,38.7,10,6.7,0.11439842209073
"348",4,1129,2016,2,43.2,10,6.5,0.682445759368836
"349",2,1130,2016,2,46.8,8.4,11.2,0.22879684418146
"367",3,1131,2016,2,47.6,6.9,11.8,0.692307692307692
"372",3,1132,2016,2,41.8,10,9.2,0.493096646942801
"378",1,1133,2016,2,42.8,8.8,12.5,0.374753451676529
"381",4,1134,2016,2,36.5,10,9.9,0.50887573964497
"396",5,1135,2016,2,46.9,6,12.7,0.581854043392505
"400",5,1136,2016,2,41.5,6.2,12,0.315581854043393
"406",6,1137,2016,2,36,10,12.5,0.447731755424063
"422",7,1139,2016,2,34.7,10,10.7,0.329388560157791
"446",6,1140,2016,2,31.5,9.5,11.2,0.506903353057199
"450",1,1141,2016,2,30.7,10,11.6,0.0453648915187377
"457",4,1142,2016,2,33.1,8.1,11.5,0.406311637080868
"458",6,1143,2016,2,51.6,3.1,13,0.481262327416174
"460",2,1144,2016,2,42.8,10,16.6,0.284023668639053
"462",3,1145,2016,2,47.8,7.2,17,0.495069033530572
"464",5,1146,2016,2,42.6,9.5,11.9,0.422090729783037
"480",7,1148,2016,2,19.3,10,14,0.518737672583826
"481",1,1149,2016,2,23.5,7.4,12.2,0.226824457593688
"498",4,1150,2016,2,44.5,4.8,18.5,0.493096646942801
"511",1,1151,2016,2,32.3,9.9,12.1,0.370808678500986
"517",7,1152,2016,2,40.2,9.5,20.8,0.218934911242604
"518",6,1153,2016,2,51,4.2,20.9,0.587771203155819
"521",7,1154,2016,2,40.8,3.5,17.9,0.477317554240631
"530",3,1155,2016,2,36.4,3.8,25.8,0.268244575936884
"560",2,1156,2016,3,33.2,10,3.1,0.266272189349112
"565",2,1157,2016,3,40,9.8,5.4,0.185404339250493
"582",4,1158,2016,3,44.4,8.8,8.5,0.526627218934911
"589",5,1159,2016,3,46.4,8,9.4,0.581854043392505
"592",1,1160,2016,3,41.2,8.8,6.6,0.512820512820513
"605",1,1161,2016,3,40,10,10,0.345167652859961
"609",6,1162,2016,3,45.4,5.9,8.5,0.487179487179487
"612",6,1163,2016,3,49.6,7.6,10.9,0.520710059171598
"619",6,1164,2016,3,45.1,9.6,11.3,0.532544378698225
"624",2,1165,2016,3,50.1,10,11.8,0.138067061143984
"638",4,1166,2016,3,43.2,9.3,12.1,0.585798816568047
"639",6,1167,2016,3,51,8.7,13.1,0.566074950690335
"655",3,1168,2016,3,36.8,9.9,9,0.406311637080868
"656",7,1169,2016,3,46.8,7.6,10.1,0.605522682445759
"666",3,1170,2016,3,45.1,5.9,11.8,0.577909270216962
"667",5,1171,2016,3,48.6,8.5,13.5,0.504930966469428
"672",6,1172,2016,3,29.9,10,12.2,0.512820512820513
"678",7,1173,2016,3,50.8,2.7,10.8,0.357001972386588
"681",2,1174,2016,3,37.2,10,11.3,0.224852071005917
"695",7,1175,2016,3,47,9.9,12.3,0.550295857988166
"699",3,1176,2016,3,43.8,9.5,12.3,0.542406311637081
"705",5,1177,2016,3,43.4,10,13.2,0.562130177514793
"707",1,1178,2016,3,44.8,9.3,15.1,0.325443786982249
"717",3,1179,2016,3,37.4,7.3,16,0.497041420118343
"719",4,1180,2016,3,40.8,10,16,0.518737672583826
"742",5,1181,2016,3,45.2,7.7,15.7,0.520710059171598
"744",7,1182,2016,3,33.9,6.9,8.5,0.631163708086785
"746",4,1183,2016,3,48.6,9.7,19.6,0.627218934911243
"751",5,1184,2016,3,45.7,6.8,18.2,0.568047337278107
"754",4,1185,2016,3,48.3,3.4,17.3,0.479289940828402
"781",1,1186,2016,3,34.8,9.1,20.8,0.465483234714004
"867",3,1187,2016,4,49.5,10,6,0.635108481262327
"869",5,1188,2016,4,45,10,7.8,0.285996055226824
"882",1,1189,2016,4,41.8,10,9.7,0.378698224852071
"886",3,1190,2016,4,48.4,10,9.2,0.242603550295858
"887",7,1191,2016,4,46.1,10,9.4,0.299802761341223
"900",6,1192,2016,4,47.7,10,10.1,0.244575936883629
"921",7,1193,2016,4,55.4,8.7,10.2,0.741617357001972
"941",1,1195,2016,4,47.3,10,8.7,0.42603550295858
"945",5,1196,2016,4,46.7,9.8,12.9,0.660749506903353
"948",4,1197,2016,4,46.8,9,9.4,0.224852071005917
"949",4,1198,2016,4,52.5,6.4,13.6,0.538461538461538
"951",1,1199,2016,4,50.4,5,8.5,0.457593688362919
"960",1,1200,2016,4,53.4,5.6,9.3,0.560157790927022
"975",5,1201,2016,4,37,10,10.7,0.518737672583826
"982",3,1202,2016,4,36.5,8.2,10.3,0.627218934911243
"986",4,1203,2016,4,46.9,9.8,7.9,0.723865877712032
"987",6,1204,2016,4,49.6,10,13.4,0.648915187376726
"996",2,1205,2016,4,49.1,10,13.4,0.16370808678501
"1004",2,1206,2016,4,40.6,10,15.7,0.264299802761341
"1017",2,1207,2016,4,45.8,10,15.4,0.400394477317554
"1034",5,1208,2016,4,47.3,10,11.7,0.654832347140039
"1047",6,1209,2016,4,44,10,15.8,0.609467455621302
"1056",7,1210,2016,4,46.4,10,17.6,0.725838264299803
"1060",4,1211,2016,4,35.1,9.8,19.5,0.605522682445759
"1065",1,1212,2016,4,44.3,10,22.9,0.619329388560158
"1068",7,1213,2016,4,54.8,2.2,18.2,0.664694280078895
"1070",7,1214,2016,4,49.7,7.3,15.9,0.652859960552268
"1075",6,1215,2016,4,50.9,7.6,21.9,0.522682445759369
"1077",2,1216,2016,4,41.7,8.3,17.5,0.433925049309665
"1120",6,1217,2016,5,55.2,9.4,4.4,0.747534516765286
"1124",1,1218,2016,5,55.7,9.7,6.5,0.400394477317554
"1144",1,1219,2016,5,59.4,6.9,8.1,0.441814595660749
"1145",6,1220,2016,5,53.9,10,6.7,0.648915187376726
"1147",5,1221,2016,5,55.6,10,7.6,0.658777120315582
"1151",7,1222,2016,5,60,6.5,8.2,0.792899408284024
"1153",7,1223,2016,5,56.4,10,6.6,0.822485207100592
"1163",2,1224,2016,5,45.2,9.7,6.1,0.234714003944773
"1170",2,1225,2016,5,64.6,10,7.7,0.396449704142012
"1177",1,1226,2016,5,52.5,5.1,8.1,0.406311637080868
"1180",2,1227,2016,5,48.5,2.9,9.6,0.445759368836292
"1181",5,1228,2016,5,57.9,7.7,8.7,0.725838264299803
"1189",4,1229,2016,5,48.2,8.2,9,0.682445759368836
"1190",7,1230,2016,5,55.5,6.6,8.3,0.790927021696253
"1204",6,1231,2016,5,65.7,9.7,7.7,0.743589743589744
"1229",3,1232,2016,5,59.4,10,9.6,0.566074950690335
"1243",4,1233,2016,5,54.6,4.4,10.7,0.650887573964497
"1255",3,1234,2016,5,51.3,4.9,10.6,0.441814595660749
"1264",1,1235,2016,5,62.5,9.2,11.6,0.516765285996055
"1274",3,1236,2016,5,62.4,2,9,0.209072978303748
"1276",4,1237,2016,5,51.9,10,9,0.479289940828402
"1284",4,1238,2016,5,55,10,11.9,0.510848126232742
"1311",4,1239,2016,5,62.8,4.9,10.1,0.779092702169625
"1326",2,1240,2016,5,56.3,9,14.2,0.406311637080868
"1327",5,1241,2016,5,55.5,10,11,0.613412228796844
"1335",3,1242,2016,5,54,10,13.8,0.554240631163708
"1341",2,1243,2016,5,55.7,8.9,16.3,0.285996055226824
"1354",6,1244,2016,5,45.5,5.9,21.5,0.514792899408284
"1355",5,1245,2016,5,47.3,7.9,12.8,0.568047337278107
"1358",7,1246,2016,5,48.5,9.4,16.5,0.715976331360947
"1360",3,1247,2016,5,50.8,10,19.8,0.743589743589744
"1416",2,1248,2016,6,60.8,10,5.7,0.428007889546351
"1424",6,1249,2016,6,68.9,5.9,6.4,0.781065088757396
"1426",1,1250,2016,6,60.2,4.2,5.3,0.532544378698225
"1430",7,1251,2016,6,58.4,7.8,6.7,0.680473372781065
"1437",6,1252,2016,6,63,8.3,7,0.548323471400395
"1443",4,1253,2016,6,66.1,7.5,8.1,0.611439842209073
"1454",1,1254,2016,6,62.6,10,7.3,0.660749506903353
"1458",3,1255,2016,6,61.4,10,8.6,0.749506903353057
"1468",5,1256,2016,6,67.2,7.2,7.5,0.635108481262327
"1470",7,1257,2016,6,63,10,7.4,0.755424063116371
"1474",1,1258,2016,6,62.1,10,8,0.637080867850099
"1488",6,1259,2016,6,55.7,6.8,9.3,0.627218934911243
"1495",3,1260,2016,6,64.3,10,9.3,0.696252465483235
"1497",5,1261,2016,6,63.7,10,8.9,0.73767258382643
"1505",2,1262,2016,6,59.9,10,9.8,0.382642998027613
"1512",6,1263,2016,6,65.2,10,6.6,0.63905325443787
"1515",4,1264,2016,6,61.2,3.8,8.7,0.678500986193294
"1528",7,1265,2016,6,65.3,8.8,7.8,0.879684418145957
"1538",5,1266,2016,6,65.6,7.2,7.9,0.761341222879684
"1540",5,1267,2016,6,64,7.6,9.1,0.80276134122288
"1554",7,1268,2016,6,59.2,10,10.6,0.893491124260355
"1555",1,1269,2016,6,58.1,9.8,9.6,0.431952662721893
"1557",4,1270,2016,6,63.6,7.4,12.2,0.6232741617357
"1577",4,1271,2016,6,62.2,10,12.9,0.694280078895464
"1596",2,1272,2016,6,58.4,3.4,10.3,0.199211045364892
"1598",2,1273,2016,6,66,7.3,12.5,0.437869822485207
"1620",6,1274,2016,6,59.9,10,16.7,0.633136094674556
"1621",3,1275,2016,6,62.9,3.9,12.3,0.775147928994083
"1622",3,1276,2016,6,61.5,10,13.3,0.554240631163708
"1623",5,1277,2016,6,61.7,8.4,12.6,0.785009861932939
"1664",3,1278,2016,7,63.1,9.9,4.9,0.499013806706114
"1688",6,1279,2016,7,68.7,4.1,5.9,0.469428007889546
"1697",1,1280,2016,7,73.5,7,6.4,0.50887573964497
"1698",5,1281,2016,7,75.4,10,7,0.641025641025641
"1715",1,1282,2016,7,70.8,9,5.3,0.461538461538462
"1728",6,1283,2016,7,72.2,9.7,7.2,0.678500986193294
"1736",2,1284,2016,7,63,6.8,7.7,0.282051282051282
"1751",2,1285,2016,7,70.6,4.1,6.6,0.412228796844181
"1753",2,1286,2016,7,67.5,6.7,6.8,0.323471400394477
"1777",6,1287,2016,7,70.4,10,7.4,0.72189349112426
"1794",5,1288,2016,7,71.8,8.6,6.5,0.621301775147929
"1796",4,1289,2016,7,66.7,10,7.3,0.585798816568047
"1812",5,1290,2016,7,68.3,10,6.9,0.656804733727811
"1814",1,1291,2016,7,61.7,6.5,10.8,0.26232741617357
"1819",2,1292,2016,7,67.2,10,9.6,0.16370808678501
"1824",7,1293,2016,7,70.8,6,5.8,0.806706114398422
"1828",5,1294,2016,7,67.2,10,9.2,0.477317554240631
"1831",3,1295,2016,7,71.5,9.9,8.7,0.656804733727811
"1840",7,1296,2016,7,70.7,5.2,9.6,0.854043392504931
"1851",4,1297,2016,7,73.8,8.3,10.1,0.658777120315582
"1857",3,1298,2016,7,68.4,9.9,11.7,0.242603550295858
"1864",4,1299,2016,7,67.1,6.2,9.2,0.587771203155819
"1890",4,1300,2016,7,75.3,9,12.1,0.637080867850099
"1892",3,1301,2016,7,71.1,4.1,10.1,0.710059171597633
"1897",7,1302,2016,7,66.9,7.8,8.7,0.763313609467456
"1918",6,1303,2016,7,69.1,9.3,10.9,0.741617357001972
"1920",7,1304,2016,7,72.4,9,13.5,0.796844181459566
"1931",2,1305,2016,7,73.2,10,8.7,0.396449704142012
"1934",1,1306,2016,7,74.3,7.3,12,0.562130177514793
"1935",7,1307,2016,7,65.7,3.2,10,0.487179487179487
"1939",1,1308,2016,7,69.4,7.2,11.8,0.404339250493097
"1993",4,1309,2016,8,67.7,10,6.1,0.506903353057199
"2011",4,1310,2016,8,71.5,10,6.6,0.562130177514793
"2032",3,1311,2016,8,71.3,10,6.3,0.526627218934911
"2043",6,1312,2016,8,64.2,10,4.6,0.690335305719921
"2044",7,1313,2016,8,65.3,9.3,5,0.660749506903353
"2089",5,1314,2016,8,70.1,10,8.5,0.532544378698225
"2090",6,1315,2016,8,71.5,9.9,6.1,0.532544378698225
"2095",7,1316,2016,8,73.4,9.7,10.1,0.77120315581854
"2096",5,1317,2016,8,70.4,10,9.1,0.583826429980276
"2098",4,1318,2016,8,73.1,10,7.9,0.550295857988166
"2104",2,1319,2016,8,67.7,8.7,5.8,0.382642998027613
"2119",2,1320,2016,8,68.3,9.6,9,0.289940828402367
"2132",1,1321,2016,8,69.1,10,8.5,0.422090729783037
"2133",2,1322,2016,8,74.2,8.1,9.9,0.345167652859961
"2135",5,1323,2016,8,70.6,9.9,8.6,0.499013806706114
"2136",1,1324,2016,8,74.4,7.7,8.3,0.510848126232742
"2140",4,1325,2016,8,66.9,9.7,8.4,0.467455621301775
"2143",7,1326,2016,8,74.4,10,8.2,0.674556213017751
"2144",1,1327,2016,8,75.9,5.4,9.2,0.49112426035503
"2149",6,1328,2016,8,71.7,10,10.4,0.579881656804734
"2151",3,1329,2016,8,68.2,9.3,9.2,0.402366863905325
"2152",3,1330,2016,8,77.5,8.8,8.5,0.548323471400395
"2156",5,1331,2016,8,67.4,10,7.7,0.635108481262327
"2159",1,1332,2016,8,71.3,9.8,10.7,0.420118343195266
"2161",2,1333,2016,8,75.3,4.6,9.9,0.307692307692308
"2170",3,1334,2016,8,73.8,6.7,10.4,0.599605522682446
"2185",3,1335,2016,8,72.5,9.8,9.5,0.607495069033531
"2202",6,1336,2016,8,73.6,4.7,11.1,0.605522682445759
"2225",7,1337,2016,8,74.3,4.5,12.3,0.717948717948718
"2226",4,1338,2016,8,69,10,10.4,0.536489151873767
"2243",5,1339,2016,8,76.5,8.4,14.7,0.577909270216962
"2283",6,1340,2016,9,67.2,10,3.7,0.581854043392505
"2292",6,1341,2016,9,71.5,9.7,6.8,0.611439842209073
"2298",3,1342,2016,9,55.2,10,5.3,0.50887573964497
"2306",7,1343,2016,9,57.7,10,6.4,0.818540433925049
"2309",1,1344,2016,9,63.2,10,5.7,0.26232741617357
"2336",4,1345,2016,9,71.1,8.7,5.6,0.500986193293886
"2353",1,1346,2016,9,62.6,9.7,6,0.554240631163708
"2357",7,1347,2016,9,66.3,9.5,5.8,0.881656804733728
"2358",5,1348,2016,9,70,5.3,6.4,0.504930966469428
"2359",4,1349,2016,9,64.1,10,8.9,0.816568047337278
"2370",7,1350,2016,9,71.4,5.9,10.3,0.690335305719921
"2376",6,1351,2016,9,68.5,6.3,9,0.694280078895464
"2389",3,1352,2016,9,71,7.6,8.1,0.621301775147929
"2398",1,1353,2016,9,71.9,6.7,7,0.45956607495069
"2400",2,1354,2016,9,70.6,9.3,11.1,0.335305719921105
"2442",3,1355,2016,9,65.1,10,7.9,0.55818540433925
"2452",5,1356,2016,9,68.4,10,12.4,0.816568047337278
"2454",2,1357,2016,9,57.6,10,10.8,0.408284023668639
"2463",4,1358,2016,9,65.4,7.1,11,0.579881656804734
"2471",5,1359,2016,9,70.3,8.4,13.1,0.55818540433925
"2474",1,1360,2016,9,60.7,10,12.7,0.487179487179487
"2477",7,1361,2016,9,69.2,9.4,9.9,0.654832347140039
