"","day_index","day","year","mo","county","temp","visib","wdsp","NUM_COLLISIONS"
"375",5,2,2013,1,"Bronx County",38,10,15,0.12719298245614
"382",7,3,2013,1,"Bronx County",27.5,10,12.4,0.232456140350877
"395",15,4,2013,1,"Bronx County",21.8,10,9.8,0.258771929824561
"401",16,5,2013,1,"Bronx County",32.2,10,11.3,0.241228070175439
"411",21,6,2013,1,"Bronx County",37.3,10,13.2,0.171052631578947
"425",30,7,2013,1,"Bronx County",35.7,9.8,5.9,0.153508771929825
"432",32,1,2013,1,"Bronx County",35.9,8.8,8.5,0.223684210526316
"441",36,2,2013,1,"Bronx County",39.8,9.8,10.4,0.219298245614035
"451",41,3,2013,1,"Bronx County",39.9,6.8,5.3,0.201754385964912
"464",49,4,2013,1,"Bronx County",43.5,9.9,14.7,0.219298245614035
"473",53,5,2013,1,"Bronx County",38,10,5.4,0.245614035087719
"482",57,6,2013,1,"Bronx County",42.7,7.1,7.9,0.18859649122807
"494",64,7,2013,1,"Bronx County",45.4,4.3,5.8,0.118421052631579
"505",70,1,2013,1,"Bronx County",47.2,1.3,8.2,0.25
"514",74,2,2013,1,"Bronx County",42.3,9.5,8,0.206140350877193
"525",80,3,2013,1,"Bronx County",41.6,7,8.8,0.206140350877193
"533",83,4,2013,1,"Bronx County",39.4,8.6,8.6,0.18859649122807
"545",90,5,2013,1,"Bronx County",28.1,7.5,15,0.197368421052632
"554",94,6,2013,1,"Bronx County",35.9,9.2,15.3,0.175438596491228
"564",99,7,2013,1,"Bronx County",46.3,7,14.9,0.12280701754386
"575",105,1,2013,1,"Bronx County",31.2,9.2,10.1,0.0833333333333333
"582",107,2,2013,1,"Bronx County",26.3,6.5,10.8,0.201754385964912
"595",115,3,2013,1,"Bronx County",16.2,10,15.6,0.179824561403509
"604",119,4,2013,1,"Bronx County",14.3,10,15.5,0.206140350877193
"614",124,5,2013,1,"Bronx County",19,10,13.6,0.31140350877193
"621",126,6,2013,1,"Bronx County",24.4,8.6,10.5,0.241228070175439
"633",133,7,2013,1,"Bronx County",21.7,10,16.3,0.171052631578947
"643",138,1,2013,1,"Bronx County",27.3,8.8,7.4,0.18859649122807
"646",141,2,2013,1,"Bronx County",35.4,2.6,4.9,0.192982456140351
"652",147,3,2013,1,"Bronx County",45.1,4.4,12.4,0.157894736842105
"660",155,4,2013,1,"Bronx County",46.5,5.9,23.1,0.192982456140351
"1850",160,5,2013,2,"Bronx County",33.1,10,18.2,0.210526315789474
"1856",161,6,2013,2,"Bronx County",27.6,10,12.5,0.302631578947368
"1869",169,7,2013,2,"Bronx County",30.7,8.2,9.8,0.214912280701754
"1878",173,1,2013,2,"Bronx County",29,8.8,15.5,0.276315789473684
"1888",178,2,2013,2,"Bronx County",28.7,7.8,8.2,0.236842105263158
"1898",183,3,2013,2,"Bronx County",34.8,9,6.1,0.219298245614035
"1907",187,4,2013,2,"Bronx County",29.4,10,10.2,0.223684210526316
"1918",193,5,2013,2,"Bronx County",34.3,7.3,16.3,0.486842105263158
"1929",199,6,2013,2,"Bronx County",29.2,1.2,35.3,0.184210526315789
"1936",201,7,2013,2,"Bronx County",24.7,8.9,16.4,0.118421052631579
"1948",208,1,2013,2,"Bronx County",36.4,7.6,9.8,0.175438596491228
"1958",213,2,2013,2,"Bronx County",41.4,6.5,11.9,0.254385964912281
"1966",216,3,2013,2,"Bronx County",36.1,10,7.7,0.236842105263158
"1978",223,4,2013,2,"Bronx County",36.6,8.4,8.9,0.241228070175439
"1989",229,5,2013,2,"Bronx County",38.6,9.8,6,0.293859649122807
"1999",234,6,2013,2,"Bronx County",39.2,9.2,8.6,0.223684210526316
"2009",239,7,2013,2,"Bronx County",30.9,4.2,23.6,0.166666666666667
"2016",241,1,2013,2,"Bronx County",24.6,9.3,22,0.131578947368421
"2030",250,2,2013,2,"Bronx County",36.7,10,10.6,0.219298245614035
"2040",255,3,2013,2,"Bronx County",38.7,8.5,16.9,0.219298245614035
"2050",260,4,2013,2,"Bronx County",30.6,10,17.3,0.179824561403509
"2060",265,5,2013,2,"Bronx County",35.4,9.8,14.2,0.267543859649123
"2070",270,6,2013,2,"Bronx County",36.3,9.7,7,0.192982456140351
"2080",275,7,2013,2,"Bronx County",42.6,4.3,17.1,0.162280701754386
"2087",277,1,2013,2,"Bronx County",37.5,8.3,13.4,0.276315789473684
"2096",281,2,2013,2,"Bronx County",35,10,5,0.184210526315789
"2105",290,3,2013,2,"Bronx County",44.1,5.9,18,0.214912280701754
"2109",294,4,2013,2,"Bronx County",41.4,7.2,7.8,0.245614035087719
"3455",300,5,2013,3,"Bronx County",39.3,9.4,10.6,0.276315789473684
"3462",302,6,2013,3,"Bronx County",38.2,10,9.4,0.166666666666667
"3472",307,7,2013,3,"Bronx County",37.4,10,7.1,0.171052631578947
"3485",315,1,2013,3,"Bronx County",37,10,11.5,0.210526315789474
"3494",319,2,2013,3,"Bronx County",38.5,9.9,14.9,0.184210526315789
"3503",323,3,2013,3,"Bronx County",39.1,9.4,13.5,0.206140350877193
"3513",328,4,2013,3,"Bronx County",38.3,4.1,31.6,0.289473684210526
"3525",335,5,2013,3,"Bronx County",37.4,3.3,28.4,0.535087719298246
"3531",336,6,2013,3,"Bronx County",39.2,9.9,24.9,0.263157894736842
"3541",341,7,2013,3,"Bronx County",39,10,11.9,0.157894736842105
"3554",349,1,2013,3,"Bronx County",39.9,10,6.5,0.245614035087719
"3564",354,2,2013,3,"Bronx County",46,7.5,13.1,0.210526315789474
"3571",356,3,2013,3,"Bronx County",46.3,7.1,13.1,0.271929824561404
"3585",365,4,2013,3,"Bronx County",37,9.7,10.4,0.293859649122807
"3594",4,5,2013,3,"Bronx County",31.2,10,18.5,0.324561403508772
"3603",8,6,2013,3,"Bronx County",37.1,10,10.2,0.25
"3612",12,7,2013,3,"Bronx County",34.8,9.9,7.5,0.166666666666667
"3621",16,1,2013,3,"Bronx County",32.1,10,9,0.337719298245614
"3634",24,2,2013,3,"Bronx County",39.6,4.6,16.5,0.271929824561404
"3641",26,3,2013,3,"Bronx County",36.5,10,17.9,0.232456140350877
"3654",34,4,2013,3,"Bronx County",38.3,9.8,10.9,0.206140350877193
"3661",36,5,2013,3,"Bronx County",34.3,6.8,13.6,0.219298245614035
"3671",41,6,2013,3,"Bronx County",38.5,10,15.9,0.214912280701754
"3685",50,7,2013,3,"Bronx County",39.1,10,10.4,0.175438596491228
"3692",52,1,2013,3,"Bronx County",38.1,10,9.7,0.153508771929825
"3703",58,2,2013,3,"Bronx County",39.8,9.7,15.5,0.118421052631579
"3715",65,3,2013,3,"Bronx County",41.7,10,9.4,0.206140350877193
"3725",70,4,2013,3,"Bronx County",42.5,9.9,12.5,0.197368421052632
"3733",73,5,2013,3,"Bronx County",45.2,10,8.9,0.236842105263158
"3737",77,6,2013,3,"Bronx County",44.5,10,7,0.271929824561404
"3742",82,7,2013,3,"Bronx County",43,10,7.1,0.157894736842105
"4957",87,1,2013,4,"Bronx County",47,6.8,16.3,0.206140350877193
"4967",92,2,2013,4,"Bronx County",39.6,9.9,17.2,0.184210526315789
"4976",96,3,2013,4,"Bronx County",42.6,10,17,0.157894736842105
"4990",105,4,2013,4,"Bronx County",39,10,14,0.245614035087719
"4999",109,5,2013,4,"Bronx County",42.9,8.7,8,0.245614035087719
"5010",115,6,2013,4,"Bronx County",40.2,10,12.5,0.192982456140351
"5018",118,7,2013,4,"Bronx County",39.7,10,9.2,0.166666666666667
"5030",125,1,2013,4,"Bronx County",50,9.1,9.4,0.223684210526316
"5037",127,2,2013,4,"Bronx County",49.4,6.7,10.7,0.263157894736842
"5047",132,3,2013,4,"Bronx County",46.5,7.6,8.8,0.201754385964912
"5056",136,4,2013,4,"Bronx County",46.2,6.6,10,0.214912280701754
"5069",144,5,2013,4,"Bronx County",43.6,7.7,13.8,0.315789473684211
"5076",146,6,2013,4,"Bronx County",44.4,8.2,12.9,0.157894736842105
"5087",152,7,2013,4,"Bronx County",46.1,9.6,7.7,0.197368421052632
"5096",156,1,2013,4,"Bronx County",46.1,10,8.1,0.219298245614035
"5106",161,2,2013,4,"Bronx County",46,10,9.3,0.245614035087719
"5120",170,3,2013,4,"Bronx County",52.1,8.3,11,0.232456140350877
"5130",175,4,2013,4,"Bronx County",46.5,10,8.8,0.201754385964912
"5137",177,5,2013,4,"Bronx County",52.6,4.6,12.5,0.258771929824561
"5148",183,6,2013,4,"Bronx County",52.7,3.6,15.2,0.236842105263158
"5160",190,7,2013,4,"Bronx County",45.1,10,11.7,0.223684210526316
"5169",194,1,2013,4,"Bronx County",43,10,11.3,0.223684210526316
"5178",198,2,2013,4,"Bronx County",44.6,5.1,15,0.232456140350877
"5189",204,3,2013,4,"Bronx County",47.5,7,19.2,0.197368421052632
"5200",210,4,2013,4,"Bronx County",50.8,7.2,10.4,0.267543859649123
"5207",212,5,2013,4,"Bronx County",49.5,9.5,6.5,0.355263157894737
"5218",218,6,2013,4,"Bronx County",46.6,8.6,3.9,0.157894736842105
"5227",222,7,2013,4,"Bronx County",48,9.8,3.9,0.140350877192982
"5235",230,1,2013,4,"Bronx County",49.7,9.9,4.3,0.219298245614035
"5240",235,2,2013,4,"Bronx County",51,10,5.2,0.179824561403509
"6455",240,3,2013,5,"Bronx County",49.9,7.4,7,0.232456140350877
"6465",245,4,2013,5,"Bronx County",49.9,9.5,5,0.25
"6473",248,5,2013,5,"Bronx County",46.9,9.9,13.7,0.285087719298246
"6483",253,6,2013,5,"Bronx County",47.8,10,13.7,0.18859649122807
"6491",256,7,2013,5,"Bronx County",47.8,9.7,10.1,0.18859649122807
"6501",261,1,2013,5,"Bronx County",49.2,5.1,5.5,0.241228070175439
"6511",266,2,2013,5,"Bronx County",54.4,4.4,4.5,0.263157894736842
"6521",271,3,2013,5,"Bronx County",59.4,7.5,10.5,0.179824561403509
"6532",277,4,2013,5,"Bronx County",57.2,5,6.2,0.201754385964912
"6544",284,5,2013,5,"Bronx County",56.1,5.7,8.3,0.324561403508772
"6564",294,7,2013,5,"Bronx County",56.2,3.3,11,0.210526315789474
"6574",299,1,2013,5,"Bronx County",53.1,9.9,11.9,0.263157894736842
"6581",301,2,2013,5,"Bronx County",51,9.8,11.8,0.175438596491228
"6592",307,3,2013,5,"Bronx County",53.1,10,12.1,0.210526315789474
"6605",315,4,2013,5,"Bronx County",57.7,7.1,12.5,0.298245614035088
"6614",319,5,2013,5,"Bronx County",58.2,9.9,10.7,0.390350877192982
"6625",325,6,2013,5,"Bronx County",54.6,10,5.1,0.25
"6632",327,7,2013,5,"Bronx County",56.3,9.3,6.6,0.236842105263158
"6644",334,1,2013,5,"Bronx County",57.5,2.9,10.3,0.232456140350877
"6651",336,2,2013,5,"Bronx County",58,0.3,7.8,0.210526315789474
"6662",342,3,2013,5,"Bronx County",57.8,2.5,7.1,0.267543859649123
"6671",346,4,2013,5,"Bronx County",61.5,3,13.3,0.263157894736842
"6685",355,5,2013,5,"Bronx County",61,2.1,14,0.245614035087719
"6692",357,6,2013,5,"Bronx County",55.6,4.6,7.6,0.271929824561404
"6702",362,7,2013,5,"Bronx County",50.2,9.3,13.9,0.179824561403509
"6711",1,1,2013,5,"Bronx County",56.9,10,14.1,0.197368421052632
"6722",7,2,2013,5,"Bronx County",56.6,9.9,6.4,0.346491228070175
"6731",11,3,2013,5,"Bronx County",57.9,4.9,10.9,0.214912280701754
"6737",17,4,2013,5,"Bronx County",60.9,6.1,11.6,0.258771929824561
"6744",24,5,2013,5,"Bronx County",62,6.7,9,0.368421052631579
"6809",29,7,2013,6,"Bronx County",61.3,8.9,9.2,0.184210526315789
"6817",32,1,2013,6,"Bronx County",63.2,7,9.1,0.171052631578947
"6829",39,2,2013,6,"Bronx County",60.9,3.1,4.9,0.236842105263158
"6837",42,3,2013,6,"Bronx County",62.6,8.4,12.2,0.219298245614035
"6848",48,4,2013,6,"Bronx County",60.6,9.6,5.6,0.328947368421053
"6858",53,5,2013,6,"Bronx County",62,10,8.3,0.166666666666667
"6869",59,6,2013,6,"Bronx County",63.4,10,8.2,0.285087719298246
"6876",61,7,2013,6,"Bronx County",64.9,9.8,9,0.140350877192982
"6888",68,1,2013,6,"Bronx County",66.8,2.8,12.1,0.280701754385965
"6898",73,2,2013,6,"Bronx County",69.7,8.4,10.2,0.254385964912281
"6906",76,3,2013,6,"Bronx County",69.5,6.1,9.9,0.267543859649123
"6916",81,4,2013,6,"Bronx County",65.5,3.1,5.4,0.206140350877193
"6930",90,5,2013,6,"Bronx County",66.1,2.1,12.9,0.232456140350877
"6933",93,6,2013,6,"Bronx County",66.2,1.4,13.7,0.175438596491228
"6940",100,7,2013,6,"Bronx County",65.4,1.9,8.8,0.175438596491228
"8010",105,6,2013,6,"Bronx County",60.9,7,10.9,0.271929824561404
"8018",108,7,2013,6,"Bronx County",61.8,4.6,12.6,0.197368421052632
"8027",112,1,2013,6,"Bronx County",60.8,2,12.7,0.289473684210526
"8037",117,2,2013,6,"Bronx County",61.8,7.5,8.7,0.263157894736842
"8047",122,3,2013,6,"Bronx County",58.6,9.8,5.7,0.25
"8056",126,4,2013,6,"Bronx County",58.6,10,7.5,0.258771929824561
"8068",133,5,2013,6,"Bronx County",56.1,7.7,11.8,0.355263157894737
"8078",138,6,2013,6,"Bronx County",62.3,4.8,19.1,0.267543859649123
"8088",143,7,2013,6,"Bronx County",63.6,6.9,8.1,0.201754385964912
"8100",150,1,2013,6,"Bronx County",62.2,9.3,6,0.228070175438596
"8107",152,2,2013,6,"Bronx County",60.8,1.8,13.2,0.25
"8119",159,3,2013,6,"Bronx County",64,8.1,14,0.285087719298246
"8128",163,4,2013,6,"Bronx County",60.8,10,8.7,0.201754385964912
"8140",170,5,2013,6,"Bronx County",55,7,18.3,0.364035087719298
"8146",171,6,2013,6,"Bronx County",62.4,10,7.4,0.302631578947368
"8213",178,1,2013,7,"Bronx County",66.7,4.1,10.4,0.245614035087719
"8221",181,2,2013,7,"Bronx County",67.7,4,9.5,0.210526315789474
"8234",189,3,2013,7,"Bronx County",68.7,2.5,9.5,0.228070175438596
"8242",192,4,2013,7,"Bronx County",69.8,1.8,11.9,0.219298245614035
"8255",200,5,2013,7,"Bronx County",71.6,6.8,12.4,0.293859649122807
"8265",205,6,2013,7,"Bronx County",73,8.1,13.1,0.328947368421053
"8272",207,7,2013,7,"Bronx County",74.4,9,9.1,0.210526315789474
"8283",213,1,2013,7,"Bronx County",72.6,6.7,10.7,0.201754385964912
"8291",216,2,2013,7,"Bronx County",72.7,5.7,7,0.258771929824561
"8301",221,3,2013,7,"Bronx County",71.1,1.9,7.1,0.214912280701754
"8313",228,4,2013,7,"Bronx County",71.8,4.9,9.5,0.271929824561404
"8322",232,5,2013,7,"Bronx County",69.4,3.1,6.7,0.258771929824561
"8334",239,6,2013,7,"Bronx County",67.9,3.3,6.2,0.232456140350877
"8344",244,7,2013,7,"Bronx County",72.9,4.5,5.3,0.232456140350877
"8355",250,1,2013,7,"Bronx County",76.3,9.3,5.7,0.232456140350877
"8361",251,2,2013,7,"Bronx County",77.4,8.3,7.3,0.25
"8372",257,3,2013,7,"Bronx County",72.9,9.9,5.6,0.184210526315789
"8382",262,4,2013,7,"Bronx County",75.6,8.1,6.8,0.232456140350877
"8391",266,5,2013,7,"Bronx County",73.9,2.8,9.6,0.298245614035088
"8404",274,6,2013,7,"Bronx County",74.5,3.3,11.8,0.254385964912281
"8414",279,7,2013,7,"Bronx County",72.8,6.6,5.3,0.166666666666667
"8422",282,1,2013,7,"Bronx County",68.3,5.6,5.1,0.201754385964912
"8435",290,2,2013,7,"Bronx County",72.1,3.7,8.1,0.271929824561404
"8445",295,3,2013,7,"Bronx County",74.9,5.7,8.4,0.228070175438596
"8454",299,4,2013,7,"Bronx County",67.7,9.7,13.8,0.18859649122807
"8464",304,5,2013,7,"Bronx County",66.1,6,15,0.241228070175439
"8471",306,6,2013,7,"Bronx County",69.1,9.6,8.8,0.206140350877193
"8481",311,7,2013,7,"Bronx County",69.8,5.7,6.5,0.210526315789474
"8491",316,1,2013,7,"Bronx County",69.2,6.5,5.3,0.285087719298246
"8499",324,2,2013,7,"Bronx County",71.2,7.8,7.8,0.236842105263158
"8503",328,3,2013,7,"Bronx County",70.6,10,6.7,0.210526315789474
"9888",333,4,2013,8,"Bronx County",68.9,9.8,5.3,0.236842105263158
"9899",339,5,2013,8,"Bronx County",69.7,9.5,8.3,0.267543859649123
"9907",342,6,2013,8,"Bronx County",69.3,7.2,10.9,0.271929824561404
"9920",350,7,2013,8,"Bronx County",69.4,9,8.3,0.166666666666667
"9927",352,1,2013,8,"Bronx County",68.1,10,12.2,0.228070175438596
"9936",356,2,2013,8,"Bronx County",66.2,10,5.3,0.223684210526316
"9947",362,3,2013,8,"Bronx County",64.5,9.9,5.1,0.236842105263158
"9960",5,4,2013,8,"Bronx County",67.8,10,6.7,0.171052631578947
"9969",9,5,2013,8,"Bronx County",70.7,9.3,13.1,0.228070175438596
"9977",12,6,2013,8,"Bronx County",72.4,6.4,11.2,0.166666666666667
"9988",18,7,2013,8,"Bronx County",69.5,10,7.5,0.223684210526316
"9996",21,1,2013,8,"Bronx County",68.2,10,7.2,0.210526315789474
"10009",29,2,2013,8,"Bronx County",67.8,4.6,3.4,0.166666666666667
"10019",34,3,2013,8,"Bronx County",68.4,8.3,9.6,0.267543859649123
"10028",38,4,2013,8,"Bronx County",67.2,10,10.2,0.245614035087719
"10036",41,5,2013,8,"Bronx County",67.4,10,8.2,0.263157894736842
"10047",47,6,2013,8,"Bronx County",67.3,10,3.2,0.140350877192982
"10060",55,7,2013,8,"Bronx County",64.8,8.4,3.3,0.201754385964912
"10068",58,1,2013,8,"Bronx County",65.5,9.5,8.1,0.214912280701754
"10076",61,2,2013,8,"Bronx County",71,9.5,7,0.276315789473684
"10087",67,3,2013,8,"Bronx County",70.3,7.1,6.5,0.12719298245614
"10096",71,4,2013,8,"Bronx County",70.5,3.9,9.8,0.192982456140351
"10110",80,5,2013,8,"Bronx County",70.6,7.8,12.1,0.276315789473684
"10119",84,6,2013,8,"Bronx County",66.2,10,10.7,0.232456140350877
"10129",89,7,2013,8,"Bronx County",64,10,6.7,0.184210526315789
"10137",92,1,2013,8,"Bronx County",68.3,10,11.2,0.214912280701754
"10147",97,2,2013,8,"Bronx County",68,4.5,8,0.206140350877193
"10160",105,3,2013,8,"Bronx County",66.4,3.9,6.8,0.140350877192982
"10170",110,4,2013,8,"Bronx County",65.7,5.8,11.3,0.206140350877193
"10174",114,5,2013,8,"Bronx County",65,9.9,10.8,0.206140350877193
"10176",116,6,2013,8,"Bronx County",69.4,7,10.9,0.171052631578947
"11573",123,7,2013,9,"Bronx County",70.7,7.5,10.1,0.210526315789474
"11581",126,1,2013,9,"Bronx County",70.8,7,7.7,0.0921052631578947
"11591",131,2,2013,9,"Bronx County",70.1,2,6.8,0.18859649122807
"11603",138,3,2013,9,"Bronx County",68.5,8.9,8.8,0.245614035087719
"11611",141,4,2013,9,"Bronx County",67.4,10,10.4,0.144736842105263
"11624",149,5,2013,9,"Bronx County",60.3,10,5.3,0.245614035087719
"11631",151,6,2013,9,"Bronx County",63.6,10,10.2,0.271929824561404
"11644",159,7,2013,9,"Bronx County",68,10,13.3,0.280701754385965
"11654",164,1,2013,9,"Bronx County",59.8,10,8.2,0.232456140350877
"11663",168,2,2013,9,"Bronx County",65.5,10,10.1,0.206140350877193
"11672",172,3,2013,9,"Bronx County",69.9,6.8,10.9,0.245614035087719
"11683",178,4,2013,9,"Bronx County",70.2,5.3,11.4,0.254385964912281
"11693",183,5,2013,9,"Bronx County",69.1,6.1,8.9,0.267543859649123
"11705",190,6,2013,9,"Bronx County",64.5,10,9.1,0.210526315789474
"11713",193,7,2013,9,"Bronx County",61.2,10,6.6,0.210526315789474
"11721",196,1,2013,9,"Bronx County",62.4,10,7.4,0.302631578947368
"11733",203,2,2013,9,"Bronx County",56.1,10,16.3,0.293859649122807
"11742",207,3,2013,9,"Bronx County",56.1,10,5.8,0.245614035087719
"11755",215,4,2013,9,"Bronx County",62.4,10,9.6,0.214912280701754
"11764",219,5,2013,9,"Bronx County",62.6,9.5,6.2,0.315789473684211
"11773",223,6,2013,9,"Bronx County",63.6,9.9,7.8,0.184210526315789
"11781",226,7,2013,9,"Bronx County",66.3,8.8,9.8,0.157894736842105
"11791",231,1,2013,9,"Bronx County",57.5,10,10.4,0.328947368421053
"11802",237,2,2013,9,"Bronx County",54.5,10,8.4,0.223684210526316
"11813",243,3,2013,9,"Bronx County",55.3,10,4.5,0.241228070175439
"11822",247,4,2013,9,"Bronx County",56.8,10,8,0.280701754385965
"11833",253,5,2013,9,"Bronx County",58.1,10,11.5,0.223684210526316
"11843",258,6,2013,9,"Bronx County",59.2,10,7.4,0.184210526315789
"11850",265,7,2013,9,"Bronx County",54.9,10,7.8,0.210526315789474
"11853",268,1,2013,9,"Bronx County",59.5,9.8,10.4,0.245614035087719
"13255",275,2,2013,10,"Bronx County",62.1,10,8,0.254385964912281
"13262",277,3,2013,10,"Bronx County",64.8,9.3,8.7,0.184210526315789
"13271",281,4,2013,10,"Bronx County",65.8,10,6.5,0.223684210526316
"13285",290,5,2013,10,"Bronx County",62.8,9.3,5.2,0.293859649122807
"13292",292,6,2013,10,"Bronx County",61.3,9.6,4.2,0.197368421052632
"13304",299,7,2013,10,"Bronx County",59.1,6.9,7.2,0.157894736842105
"13313",303,1,2013,10,"Bronx County",65.7,8.5,11.9,0.236842105263158
"13322",307,2,2013,10,"Bronx County",61.5,8.7,12.2,0.210526315789474
"13332",312,3,2013,10,"Bronx County",56.4,10,11.6,0.166666666666667
"13345",320,4,2013,10,"Bronx County",58.4,10,11.6,0.149122807017544
"13352",322,5,2013,10,"Bronx County",60.6,10,13.3,0.206140350877193
"13361",326,6,2013,10,"Bronx County",58.6,10,13.2,0.206140350877193
"13372",332,7,2013,10,"Bronx County",55.1,10,11.4,0.162280701754386
"13385",340,1,2013,10,"Bronx County",51.5,10,4.6,0.197368421052632
"13394",344,2,2013,10,"Bronx County",53.9,10,6.3,0.293859649122807
"13403",348,3,2013,10,"Bronx County",57.5,6.2,9.3,0.184210526315789
"13415",355,4,2013,10,"Bronx County",59.4,7.9,6.1,0.289473684210526
"13425",360,5,2013,10,"Bronx County",62.3,8.8,11,0.271929824561404
"13431",361,6,2013,10,"Bronx County",57.3,10,6.2,0.18859649122807
"13441",1,7,2013,10,"Bronx County",58.3,10,9.4,0.171052631578947
"13453",8,1,2013,10,"Bronx County",54.4,10,7.1,0.241228070175439
"13463",13,2,2013,10,"Bronx County",59.1,10,6.1,0.179824561403509
"13474",19,3,2013,10,"Bronx County",52.5,9.8,7.9,0.18859649122807
"13485",25,4,2013,10,"Bronx County",48.4,9.9,10.8,0.179824561403509
"13493",28,5,2013,10,"Bronx County",48,10,9.2,0.228070175438596
"13501",31,6,2013,10,"Bronx County",49,10,13.7,0.201754385964912
"13512",37,7,2013,10,"Bronx County",54.3,10,13.8,0.210526315789474
"13525",45,1,2013,10,"Bronx County",50.7,10,10.3,0.241228070175439
"13535",50,2,2013,10,"Bronx County",47.5,10,6.8,0.197368421052632
"13540",55,3,2013,10,"Bronx County",46.8,10,5.2,0.149122807017544
"13545",60,4,2013,10,"Bronx County",54.8,9.1,6,0.192982456140351
"14771",61,5,2013,11,"Bronx County",62.3,6.3,18.2,0.210526315789474
"14785",70,6,2013,11,"Bronx County",57.4,6.4,5.6,0.223684210526316
"14792",72,7,2013,11,"Bronx County",49.4,8.8,12,0.140350877192982
"14802",77,1,2013,11,"Bronx County",42,10,13.9,0.307017543859649
"14814",84,2,2013,11,"Bronx County",43.5,10,3.9,0.157894736842105
"14824",89,3,2013,11,"Bronx County",46.5,10,3.7,0.206140350877193
"14835",95,4,2013,11,"Bronx County",57.8,7.1,11.4,0.307017543859649
"14842",97,5,2013,11,"Bronx County",47.1,10,13.7,0.25
"14853",103,6,2013,11,"Bronx County",41.7,10,12.9,0.18859649122807
"14865",110,7,2013,11,"Bronx County",52.5,10,13,0.144736842105263
"14873",113,1,2013,11,"Bronx County",47.1,10,15.9,0.140350877192982
"14881",116,2,2013,11,"Bronx County",45.7,8.5,16.5,0.315789473684211
"14891",121,3,2013,11,"Bronx County",33.5,10,12.6,0.271929824561404
"14902",127,4,2013,11,"Bronx County",42.8,10,14.2,0.258771929824561
"14911",131,5,2013,11,"Bronx County",53,10,12.3,0.223684210526316
"14924",139,6,2013,11,"Bronx County",51.2,9.6,6.5,0.25
"14931",141,7,2013,11,"Bronx County",48.9,6.8,7,0.179824561403509
"14941",146,1,2013,11,"Bronx County",55.9,5,13.5,0.236842105263158
"14954",154,2,2013,11,"Bronx County",47,9.8,14,0.241228070175439
"14964",159,3,2013,11,"Bronx County",38,10,14.5,0.206140350877193
"14974",164,4,2013,11,"Bronx County",39,10,4.9,0.153508771929825
"14983",168,5,2013,11,"Bronx County",46.2,9.4,5.6,0.276315789473684
"14994",174,6,2013,11,"Bronx County",47.3,9.6,9.9,0.18859649122807
"15001",176,7,2013,11,"Bronx County",30.5,10,18.3,0.179824561403509
"15011",181,1,2013,11,"Bronx County",27,10,15.4,0.307017543859649
"15021",186,2,2013,11,"Bronx County",44.4,10,11.3,0.315789473684211
"15033",193,3,2013,11,"Bronx County",53.3,5.2,20,0.254385964912281
"15044",199,4,2013,11,"Bronx County",40.1,9.4,14.9,0.197368421052632
"15047",202,5,2013,11,"Bronx County",31.2,10,8.7,0.157894736842105
"15052",207,6,2013,11,"Bronx County",31.3,10,6.5,0.197368421052632
"16267",212,7,2013,12,"Bronx County",43.1,9.8,10.9,0.12719298245614
"16280",220,1,2013,12,"Bronx County",44,7,7.1,0.236842105263158
"16288",223,2,2013,12,"Bronx County",41.8,10,11.7,0.25
"16300",230,3,2013,12,"Bronx County",39.8,9.8,6.4,0.135964912280702
"16306",231,4,2013,12,"Bronx County",43.4,8.3,7.4,0.219298245614035
"16316",236,5,2013,12,"Bronx County",50.6,3,8.4,0.307017543859649
"16330",245,6,2013,12,"Bronx County",39.7,7.8,11.8,0.192982456140351
"16337",247,7,2013,12,"Bronx County",34,10,8.8,0.114035087719298
"16350",255,1,2013,12,"Bronx County",40.8,6.8,11.2,0.236842105263158
"16356",256,2,2013,12,"Bronx County",38.8,6.7,9.1,0.162280701754386
"16366",261,3,2013,12,"Bronx County",31.8,9.9,12.8,0.258771929824561
"16377",267,4,2013,12,"Bronx County",28.1,10,11.5,0.241228070175439
"16388",273,5,2013,12,"Bronx County",28.1,9.9,12.7,0.293859649122807
"16397",277,6,2013,12,"Bronx County",26.9,8.1,10.7,0.276315789473684
"16408",283,7,2013,12,"Bronx County",40,5.8,18.9,0.18859649122807
"16416",286,1,2013,12,"Bronx County",32,10,12.5,0.25
"16427",292,2,2013,12,"Bronx County",28.6,9,9.6,0.289473684210526
"16439",299,3,2013,12,"Bronx County",35.4,8.7,13,0.219298245614035
"16450",305,4,2013,12,"Bronx County",39.1,10,13.8,0.210526315789474
"16456",306,5,2013,12,"Bronx County",42.5,8.3,7.4,0.241228070175439
"16467",312,6,2013,12,"Bronx County",47.6,5.5,9,0.302631578947368
"16478",318,7,2013,12,"Bronx County",51.9,2.1,15.2,0.192982456140351
"16490",325,1,2013,12,"Bronx County",48.7,3.5,6.7,0.258771929824561
"16496",326,2,2013,12,"Bronx County",38.4,8.8,13.4,0.210526315789474
"16510",335,3,2013,12,"Bronx County",26.2,9.7,12.5,0.0964912280701754
"16520",340,4,2013,12,"Bronx County",33.3,9.3,7.8,0.153508771929825
"16540",350,6,2013,12,"Bronx County",39.3,9.9,10.4,0.223684210526316
"16546",351,7,2013,12,"Bronx County",43.2,6.9,7.8,0.149122807017544
"16555",360,1,2013,12,"Bronx County",42.5,8.8,14.1,0.214912280701754
